"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2167,DOUGLAS,28,TIF REDEVELOPMENT 167,11/30/2004,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Sutherland Plaza LLC
L Street and Dahlman Avenue
Description: Restoration of absolete commercial site",2008,0,0,"503,700","2,263,400",0,0,0,0,,"503,700","2,263,400",2.05498,"46,512.42","10,350.93"
28-2168,DOUGLAS,28,TIF REDEVELOPMENT 168,5/25/2004,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Alliant/U.S. Foodservice
6315 John J. Pershing Drive
Description: Industrial expansion",2005,0,0,0,0,"5,841,600",0,0,0,,"5,841,600",0,2.09798,0.00,"122,555.60"
28-2168,DOUGLAS,28,TIF REDEVELOPMENT 168,5/25/2004,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Alliant/U.S. Foodservice
6315 John J. Pershing Drive
Description: Industrial expansion",2006,0,0,0,0,"3,472,400","2,369,200",0,0,,"3,472,400","2,369,200",2.07512,"49,163.74","72,056.47"
28-2168,DOUGLAS,28,TIF REDEVELOPMENT 168,5/25/2004,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Alliant/U.S. Foodservice
6315 John J. Pershing Drive
Description: Industrial expansion",2007,0,0,0,0,"3,472,400","2,369,200",0,0,,"3,472,400","2,369,200",2.05403,"48,664.08","71,324.14"
28-2168,DOUGLAS,28,TIF REDEVELOPMENT 168,5/25/2004,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Alliant/U.S. Foodservice
6315 John J. Pershing Drive
Description: Industrial expansion",2008,0,0,0,0,"3,472,400","2,369,200",0,0,,"3,472,400","2,369,200",2.05498,"48,686.59","71,357.13"
28-2169,DOUGLAS,28,TIF REDEVELOPMENT 169,4/19/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Village at Omaha, LP
30th and W Streets
Description: Development of 36 single-family and duplex affordable rental units",2005,"213,400",0,0,0,0,0,0,0,,"213,400",0,2.09798,0.00,"4,477.09"
28-2169,DOUGLAS,28,TIF REDEVELOPMENT 169,4/19/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Village at Omaha, LP
30th and W Streets
Description: Development of 36 single-family and duplex affordable rental units",2006,"213,400",0,0,0,0,0,0,0,,"213,400",0,2.07512,0.00,"4,428.31"
28-2169,DOUGLAS,28,TIF REDEVELOPMENT 169,4/19/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Village at Omaha, LP
30th and W Streets
Description: Development of 36 single-family and duplex affordable rental units",2007,"213,400","1,443,700",0,0,0,0,0,0,,"213,400","1,443,700",2.05403,"29,654.03","4,383.30"
28-2169,DOUGLAS,28,TIF REDEVELOPMENT 169,4/19/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Village at Omaha, LP
30th and W Streets
Description: Development of 36 single-family and duplex affordable rental units",2008,"213,400","1,504,800",0,0,0,0,0,0,,"213,400","1,504,800",2.05498,"30,923.39","4,385.33"
28-2170,DOUGLAS,28,TIF REDEVELOPMENT 170,6/28/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 5217 S. 28 St. LLC (Stephen Center0
5217 S. 28th Street
Description: Construction of residential treatment facility",2005,0,0,"6,500",0,0,0,0,0,,"6,500",0,2.09798,0.00,136.37
28-2170,DOUGLAS,28,TIF REDEVELOPMENT 170,6/28/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 5217 S. 28 St. LLC (Stephen Center0
5217 S. 28th Street
Description: Construction of residential treatment facility",2006,0,0,"16,600",0,0,0,0,0,,"16,600",0,2.07512,0.00,344.47
28-2170,DOUGLAS,28,TIF REDEVELOPMENT 170,6/28/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 5217 S. 28 St. LLC (Stephen Center0
5217 S. 28th Street
Description: Construction of residential treatment facility",2007,0,0,"16,600","1,313,000",0,0,0,0,,"16,600","1,313,000",2.05403,"26,969.41",340.97
28-2170,DOUGLAS,28,TIF REDEVELOPMENT 170,6/28/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 5217 S. 28 St. LLC (Stephen Center0
5217 S. 28th Street
Description: Construction of residential treatment facility",2008,0,0,"16,600","381,400",0,0,0,0,,"16,600","381,400",2.05498,"7,837.69",341.13
28-2172,DOUGLAS,28,TIF REDEVELOPMENT 172,11/27/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Underwood Property, Inc
5001 Underwood Ave
Description: Rehabilitation of storefront commercial w/housing",2006,0,0,"437,800",0,0,0,0,0,,"437,800",0,2.07512,0.00,"9,084.88"
28-2172,DOUGLAS,28,TIF REDEVELOPMENT 172,11/27/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Underwood Property, Inc
5001 Underwood Ave
Description: Rehabilitation of storefront commercial w/housing",2007,0,0,"437,800","720,600",0,0,0,0,,"437,800","720,600",2.05403,"14,801.34","8,992.54"
28-2172,DOUGLAS,28,TIF REDEVELOPMENT 172,11/27/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Underwood Property, Inc
5001 Underwood Ave
Description: Rehabilitation of storefront commercial w/housing",2008,0,0,"437,800","720,600",0,0,0,0,,"437,800","720,600",2.05498,"14,808.19","8,996.70"
28-2173,DOUGLAS,28,TIF REDEVELOPMENT 173,5/3/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Shamrock Parking, LLC (Paxton Building)
1403 Farnam Street
Description: Rehabilitation  and conversion to residential condos",2006,0,0,"160,600",0,0,0,0,0,,"160,600",0,2.07512,0.00,"3,332.64"
28-2173,DOUGLAS,28,TIF REDEVELOPMENT 173,5/3/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Shamrock Parking, LLC (Paxton Building)
1403 Farnam Street
Description: Rehabilitation  and conversion to residential condos",2007,0,0,"1,337,600","16,916,500",0,0,0,0,,"1,337,600","16,916,500",2.05403,"347,469.98","27,474.71"
28-2182,DOUGLAS,28,TIF REDEVELOPMENT 182,10/18/2005,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Bushido University, LLC
14th & Webster Streets
Description: Commercial development",2008,0,0,0,"5,014,600",0,0,0,0,,0,"5,014,600",2.05498,"103,049.03",0.00
28-2183,DOUGLAS,28,TIF REDEVELOPMENT 183,6/28/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: La Cuadra, LLC
33rd & Q Streets
Description: Commercial Development",2006,0,0,"166,700",0,0,0,0,0,,"166,700",0,2.07512,0.00,"3,459.23"
28-2183,DOUGLAS,28,TIF REDEVELOPMENT 183,6/28/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: La Cuadra, LLC
33rd & Q Streets
Description: Commercial Development",2007,0,0,"166,700","1,115,100",0,0,0,0,,"166,700","1,115,100",2.05403,"22,904.49","3,424.07"
28-2183,DOUGLAS,28,TIF REDEVELOPMENT 183,6/28/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: La Cuadra, LLC
33rd & Q Streets
Description: Commercial Development",2008,0,0,"166,700","1,595,200",0,0,0,0,,"166,700","1,595,200",2.05498,"32,781.04","3,425.65"
28-2184,DOUGLAS,28,TIF REDEVELOPMENT 184,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Nathan Development, LLC
2401 N. 16th Street
Description: Housing construction",2006,0,0,"14,400",0,0,0,0,0,,"14,400",0,2.07512,0.00,298.82
28-2184,DOUGLAS,28,TIF REDEVELOPMENT 184,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Nathan Development, LLC
2401 N. 16th Street
Description: Housing construction",2007,0,0,"82,000","301,000",0,0,0,0,,"82,000","301,000",2.05403,"6,182.63","1,684.30"
28-2184,DOUGLAS,28,TIF REDEVELOPMENT 184,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Nathan Development, LLC
2401 N. 16th Street
Description: Housing construction",2008,0,0,"82,000","334,000",0,0,0,0,,"82,000","334,000",2.05498,"6,863.63","1,685.08"
28-2185,DOUGLAS,28,TIF REDEVELOPMENT 185,10/3/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: River City Lodging, LLC
Area of 15th and 16th Streets, Izard and Nicholas Streets Description: TIF funds used for commercial hotel development.",2007,0,0,"45,100","75,900",0,0,0,0,,"45,100","75,900",2.05403,"1,559.01",926.37
28-2185,DOUGLAS,28,TIF REDEVELOPMENT 185,10/3/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: River City Lodging, LLC
Area of 15th and 16th Streets, Izard and Nicholas Streets Description: TIF funds used for commercial hotel development.",2008,0,0,"45,100","2,283,200",0,0,0,0,,"45,100","2,283,200",2.05498,"46,919.30",926.80
28-2186,DOUGLAS,28,TIF REDEVELOPMENT 186,9/12/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Revitalize Omaha, LLC
Hill 2th Ave and Douglas Street
Description: TIF funds for housing rehabilitation and convention.",2007,"533,400",0,0,0,0,0,0,0,,"533,400",0,2.05403,0.00,"10,956.20"
28-2186,DOUGLAS,28,TIF REDEVELOPMENT 186,9/12/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Revitalize Omaha, LLC
Hill 2th Ave and Douglas Street
Description: TIF funds for housing rehabilitation and convention.",2008,"603,000","1,411,300",0,0,0,0,0,0,,"603,000","1,411,300",2.05498,"29,001.92","12,391.53"
28-2187,DOUGLAS,28,TIF REDEVELOPMENT 187,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,Name of Project: North Central Group (Lot 1 Hampton Inn Suites) Area of 12th and 14th Streets at Cuming and Izard Streets Description: TIF funds used for commercial hotel development.,2007,0,0,"162,100",0,0,0,0,0,,"162,100",0,2.05403,0.00,"3,329.58"
28-2187,DOUGLAS,28,TIF REDEVELOPMENT 187,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,Name of Project: North Central Group (Lot 1 Hampton Inn Suites) Area of 12th and 14th Streets at Cuming and Izard Streets Description: TIF funds used for commercial hotel development.,2008,0,0,"162,100","7,689,500",0,0,0,0,,"162,100","7,689,500",2.05498,"158,017.69","3,331.12"
28-2188,DOUGLAS,28,TIF REDEVELOPMENT 188,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,Name of Project: North Central Group (Lot 2 Homewood Suites) Area of 12th and 14th Streets at Cuming and Izard Streets Description: TIF funds used for commercial hotel development.,2007,0,0,"149,600",0,0,0,0,0,,"149,600",0,2.05403,0.00,"3,072.83"
28-2188,DOUGLAS,28,TIF REDEVELOPMENT 188,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,Name of Project: North Central Group (Lot 2 Homewood Suites) Area of 12th and 14th Streets at Cuming and Izard Streets Description: TIF funds used for commercial hotel development.,2008,0,0,"149,600","8,535,000",0,0,0,0,,"149,600","8,535,000",2.05498,"175,392.54","3,074.25"
28-2189,DOUGLAS,28,TIF REDEVELOPMENT 189,8/1/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: DEEL Investments, LLC
706 South 18th Street
Description: TIF funds used for downtown condo development.",2007,"83,000","825,000",0,0,0,0,0,0,,"83,000","825,000",2.05403,"16,945.75","1,704.84"
28-2189,DOUGLAS,28,TIF REDEVELOPMENT 189,8/1/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: DEEL Investments, LLC
706 South 18th Street
Description: TIF funds used for downtown condo development.",2008,"83,000","1,169,800",0,0,0,0,0,0,,"83,000","1,169,800",2.05498,"24,039.15","1,705.63"
28-2190,DOUGLAS,28,TIF REDEVELOPMENT 190,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kimball Lofts, LLC (Kimball Laundry Bldg)
1502 Jones Street
Description: TIF funds used for downtown condo development.",2007,"314,000","1,659,800",0,0,0,0,0,0,,"314,000","1,659,800",2.05403,"34,092.79","6,449.65"
28-2190,DOUGLAS,28,TIF REDEVELOPMENT 190,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kimball Lofts, LLC (Kimball Laundry Bldg)
1502 Jones Street
Description: TIF funds used for downtown condo development.",2008,"314,000","4,814,500",0,0,0,0,0,0,,"314,000","4,814,500",2.05498,"98,937.01","6,452.64"
28-2191,DOUGLAS,28,TIF REDEVELOPMENT 191,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: DMK LLC (Holiday Inn) North 
5th and Cuming Street
Description: TIF funds used for North commercial development.",2007,0,0,0,0,"57,100","95,700",0,0,,"57,100","95,700",2.05403,"1,965.71","1,172.85"
28-2191,DOUGLAS,28,TIF REDEVELOPMENT 191,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: DMK LLC (Holiday Inn) North 
5th and Cuming Street
Description: TIF funds used for North commercial development.",2008,0,0,0,0,"57,100","95,700",0,0,,"57,100","95,700",2.05498,"1,966.62","1,173.39"
28-2192,DOUGLAS,28,TIF REDEVELOPMENT 192,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Townsend Inv LLC (Walstreet Tower)
1416 Dodge Street
Description: TIF funds used for downtown condominium/retail mixed use development.",2007,0,0,"35,000",0,0,0,0,0,,"35,000",0,2.05403,0.00,718.91
28-2192,DOUGLAS,28,TIF REDEVELOPMENT 192,6/27/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Townsend Inv LLC (Walstreet Tower)
1416 Dodge Street
Description: TIF funds used for downtown condominium/retail mixed use development.",2008,0,0,"35,000","1,549,000",0,0,0,0,,"35,000","1,549,000",2.05498,"31,831.64",719.24
28-2193,DOUGLAS,28,TIF REDEVELOPMENT 193,12/5/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: CF Studio LLC
26th & Leavenworth Streets
Description: TIF funds used for downtown mixed-use office/residential development.",2007,0,0,"50,200","66,400",0,0,0,0,,"50,200","66,400",2.05403,"1,363.88","1,031.12"
28-2193,DOUGLAS,28,TIF REDEVELOPMENT 193,12/5/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: CF Studio LLC
26th & Leavenworth Streets
Description: TIF funds used for downtown mixed-use office/residential development.",2008,0,0,"50,200","109,500",0,0,0,0,,"50,200","109,500",2.05498,"2,250.20","1,031.60"
28-2194,DOUGLAS,28,TIF REDEVELOPMENT 194,4/17/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1308 Jackson Development LLC
13th and Jackson Streets
Description: TIF funds used for condominium lofts and commercial.",2007,"493,800",0,0,0,0,0,0,0,,"493,800",0,2.05403,0.00,"10,142.80"
28-2194,DOUGLAS,28,TIF REDEVELOPMENT 194,4/17/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1308 Jackson Development LLC
13th and Jackson Streets
Description: TIF funds used for condominium lofts and commercial.",2008,"493,800",0,0,0,0,0,0,0,,"493,800",0,2.05498,0.00,"10,147.49"
28-2195,DOUGLAS,28,TIF REDEVELOPMENT 195,4/17/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Tinsley Villas LLC
58th and Fort Streets
Description: TIF funds used for senior housing development.",2007,"23,000",0,0,0,0,0,0,0,,"23,000",0,2.05403,0.00,472.43
28-2195,DOUGLAS,28,TIF REDEVELOPMENT 195,4/17/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: James Tinsley Villas LLC
58th and Fort Streets
Description: TIF funds used for senior housing development.",2008,"23,000","1,547,700",0,0,0,0,0,0,,"23,000","1,547,700",2.05498,"31,804.93",472.65
28-2196,DOUGLAS,28,TIF REDEVELOPMENT 196,6/26/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Downtown Dodge Development LLC
8th to 10th Streets, Dodge to Capitol
Description: TIF funds used for downtown condominium construction.",2007,"842,000","1,659,300",0,0,0,0,0,0,,"842,000","1,659,300",2.05403,"34,082.52","17,294.93"
28-2196,DOUGLAS,28,TIF REDEVELOPMENT 196,6/26/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Downtown Dodge Development LLC
8th to 10th Streets, Dodge to Capitol
Description: TIF funds used for downtown condominium construction.",2008,"842,000","5,770,900",0,0,0,0,0,0,,"842,000","5,770,900",2.05498,"118,590.86","17,302.93"
28-2197,DOUGLAS,28,TIF REDEVELOPMENT 197,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: P&A McGill LLC #1
1205-07-09 Harney Street
Description: TIF funds used for historic building condominium development",2007,"1,632,000",0,0,0,0,0,0,0,,"1,632,000",0,2.05403,0.00,"33,521.77"
28-2197,DOUGLAS,28,TIF REDEVELOPMENT 197,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: P&A McGill LLC #1
1205-07-09 Harney Street
Description: TIF funds used for historic building condominium development",2008,"595,400",0,"1,036,600","439,200",0,0,0,0,,"1,632,000","439,200",2.05498,"9,025.47","33,537.27"
28-2198,DOUGLAS,28,TIF REDEVELOPMENT 198,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Columbo LLC (Aksarben Place)
Southeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"609,400","317,900",0,0,0,0,,"609,400","317,900",2.05403,"6,529.76","12,517.26"
28-2198,DOUGLAS,28,TIF REDEVELOPMENT 198,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Columbo LLC (Aksarben Place)
Southeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"871,300","1,461,900",0,0,0,0,,"871,300","1,461,900",2.05498,"30,041.75","17,905.04"
28-2199,DOUGLAS,28,TIF REDEVELOPMENT 199,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Zone 5 LLC Aksarben Village
Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"470,300",0,0,0,0,0,,"470,300",0,2.05403,0.00,"9,660.10"
28-2199,DOUGLAS,28,TIF REDEVELOPMENT 199,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Zone 5 LLC Aksarben Village
Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"470,300",0,0,0,0,0,,"470,300",0,2.05498,0.00,"9,664.57"
28-2201,DOUGLAS,28,TIF REDEVELOPMENT 201,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 2 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"266,800",0,0,0,0,0,,"266,800",0,2.05403,0.00,"5,480.15"
28-2201,DOUGLAS,28,TIF REDEVELOPMENT 201,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 2 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"266,800",0,0,0,0,0,,"266,800",0,2.05498,0.00,"5,482.69"
28-2202,DOUGLAS,28,TIF REDEVELOPMENT 202,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 3 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"355,700",0,0,0,0,0,,"355,700",0,2.05403,0.00,"7,306.18"
28-2202,DOUGLAS,28,TIF REDEVELOPMENT 202,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 3 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"355,700",0,0,0,0,0,,"355,700",0,2.05498,0.00,"7,309.56"
28-2203,DOUGLAS,28,TIF REDEVELOPMENT 203,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 4 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"310,000",0,0,0,0,0,,"310,000",0,2.05403,0.00,"6,367.49"
28-2203,DOUGLAS,28,TIF REDEVELOPMENT 203,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Development Co (Noddle A.V. 4 LLC Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"310,000",0,0,0,0,0,,"310,000",0,2.05498,0.00,"6,370.44"
28-2204,DOUGLAS,28,TIF REDEVELOPMENT 204,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Zone Three Commons LLC
Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"859,600",0,0,0,0,0,,"859,600",0,2.05403,0.00,"17,656.44"
28-2204,DOUGLAS,28,TIF REDEVELOPMENT 204,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Noddle Zone Three Commons LLC
Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"859,600",0,0,0,0,0,,"859,600",0,2.05498,0.00,"17,664.61"
28-2205,DOUGLAS,28,TIF REDEVELOPMENT 205,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: S&S Properties LLC (Heartland Scenic)
5329 Lindberg Drive
Description: TIF funds used for North Airport Business Park Mised use development - light industrial/office.",2007,0,0,0,0,"100,300","1,046,400",0,0,,"100,300","1,046,400",2.05403,"21,493.37","2,060.19"
28-2205,DOUGLAS,28,TIF REDEVELOPMENT 205,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: S&S Properties LLC (Heartland Scenic)
5329 Lindberg Drive
Description: TIF funds used for North Airport Business Park Mised use development - light industrial/office.",2008,0,0,0,0,"100,300","1,046,400",0,0,,"100,300","1,046,400",2.05498,"21,503.31","2,061.14"
28-2206,DOUGLAS,28,TIF REDEVELOPMENT 206,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: RHW Management, Inc / Proj. 5
Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2007,0,0,"669,600",0,0,0,0,0,,"669,600",0,2.05403,0.00,"13,753.78"
28-2206,DOUGLAS,28,TIF REDEVELOPMENT 206,6/5/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: RHW Management, Inc / Proj. 5
Aksarben Village Northeast of 67th and Center Streets
Description: TIF funds used for midtown mixed-used development.",2008,0,0,"669,600",0,0,0,0,0,,"669,600",0,2.05498,0.00,"13,760.15"
28-2207,DOUGLAS,28,TIF REDEVELOPMENT 207,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kimball Lofts/Graham Ice Cream Bldg.
1510 Jones Street
Description: TIF funds used for downtown condominium development.",2007,"167,400",0,0,0,0,0,0,0,,"167,400",0,2.05403,0.00,"3,438.45"
28-2207,DOUGLAS,28,TIF REDEVELOPMENT 207,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kimball Lofts/Graham Ice Cream Bldg.
1510 Jones Street
Description: TIF funds used for downtown condominium development.",2008,"167,400","2,498,300",0,0,0,0,0,0,,"167,400","2,498,300",2.05498,"51,339.56","3,440.04"
28-2208,DOUGLAS,28,TIF REDEVELOPMENT 208,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"2,158,300",0,0,0,0,0,,"2,158,300",0,2.05498,0.00,"44,352.63"
28-2209,DOUGLAS,28,TIF REDEVELOPMENT 209,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"757,500","562,300",0,0,0,0,,"757,500","562,300",2.05498,"11,555.15","15,566.47"
28-2210,DOUGLAS,28,TIF REDEVELOPMENT 210,7/18/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Ontrack Development LLC (Burlington Bldg.)
1001 South 10th Street
Description: TIF funds used for downtown condominium/commercial mixed use development.",2007,"617,700",0,0,0,0,0,0,0,,"617,700",0,2.05403,0.00,"12,687.74"
28-2210,DOUGLAS,28,TIF REDEVELOPMENT 210,7/18/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Ontrack Development LLC (Burlington Bldg.)
1001 South 10th Street
Description: TIF funds used for downtown condominium/commercial mixed use development.",2008,0,0,"617,700",0,0,0,0,0,,"617,700",0,2.05498,0.00,"12,693.61"
28-2211,DOUGLAS,28,TIF REDEVELOPMENT 211,,OMAHA,OMAHA 1,28-0001,,5,,2008,0,0,"33,800","2,439,600",0,0,0,0,,"33,800","2,439,600",2.05498,"50,133.29",694.58
28-2212,DOUGLAS,28,TIF REDEVELOPMENT 212,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Giovanna Townhouses, LLC
6th & Pierce Streets
Description: TIF funds used for South of Downtown townhouses.",2007,0,0,"139,700",0,0,0,0,0,,"139,700",0,2.05403,0.00,"2,869.48"
28-2212,DOUGLAS,28,TIF REDEVELOPMENT 212,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Giovanna Townhouses, LLC
6th & Pierce Streets
Description: TIF funds used for South of Downtown townhouses.",2008,"132,800","1,170,500","6,900","48,600",0,0,0,0,,"139,700","1,219,100",2.05498,"25,052.27","2,870.81"
28-2213,DOUGLAS,28,TIF REDEVELOPMENT 213,3/27/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Dial-Kinseth Development, Inc
12th & Jackson Streets
Description: TIF funds used for hotel/retail/commercial development.",2007,0,0,"751,300",0,0,0,0,0,,"751,300",0,2.05403,0.00,"15,431.93"
28-2213,DOUGLAS,28,TIF REDEVELOPMENT 213,3/27/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Dial-Kinseth Development, Inc
12th & Jackson Streets
Description: TIF funds used for hotel/retail/commercial development.",2008,0,0,"751,300","265,300",0,0,0,0,,"751,300","265,300",2.05498,"5,451.86","15,439.06"
28-2214,DOUGLAS,28,TIF REDEVELOPMENT 214,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Anzaldo Incontro LLC
4400 South 16th Street
Description: TIF funds used for townhome development.",2007,"16,700",0,0,0,0,0,0,0,,"16,700",0,2.05403,0.00,343.02
28-2214,DOUGLAS,28,TIF REDEVELOPMENT 214,4/24/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Anzaldo Incontro LLC
4400 South 16th Street
Description: TIF funds used for townhome development.",2008,"16,700","630,900",0,0,0,0,0,0,,"16,700","630,900",2.05498,"12,964.87",343.18
28-2215,DOUGLAS,28,TIF REDEVELOPMENT 215,6/12/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Coniglia Little Italy, LLC
Description: TIF funds used for South housing",2007,"466,000",0,0,0,0,0,0,0,,"466,000",0,2.05403,0.00,"9,571.78"
28-2215,DOUGLAS,28,TIF REDEVELOPMENT 215,6/12/2006,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Coniglia Little Italy, LLC
Description: TIF funds used for South housing",2008,"564,600","5,406,300",0,0,0,0,0,0,,"564,600","5,406,300",2.05498,"111,098.37","11,602.42"
28-2216,DOUGLAS,28,TIF REDEVELOPMENT 216,6/26/2007,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: S&R Development LLC
3213 South 24th Street
Description: Tif funds used for a medical office.",2007,0,0,"274,600",0,0,0,0,0,,"274,600",0,2.05403,0.00,"5,640.37"
