TIF ID#,CNTYNAME,CNTY#,TIFNAME,PROJDATE,CITYNAME,SCHOOL DISTRICT,Base School,Unified/LC,CLASS,LOCATION,DESCRIPTION,Tax Year,base value,excess value,base value,excess value,base value,excess value,base value,excess value,Description,Base Value,Excess Value,Tax Rate,Excess Taxes,Base Taxes
28-2277,DOUGLAS,28,"TIF 2277 1201 Howard, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1201 Howard St.,"TIF funds used to redevelop and rehabilitate the project site to create a mixed-use development comprised of three commerical bays on the ground floor and market-rate apartment units above, a mix of 1 & 2 bedroom units.",2021,0,0,655800,2624400,0,0,0,0,,655800,2624400,2.22412,58369.81,14585.78
28-2277,DOUGLAS,28,"TIF 2277 1201 Howard, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1201 Howard St.,"TIF funds used to redevelop and rehabilitate the project site to create a mixed-use development comprised of three commerical bays on the ground floor and market-rate apartment units above, a mix of 1 & 2 bedroom units.",2022,0,0,655800,2624400,0,0,0,0,,655800,2624400,2.24121,58818.32,14697.86
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2012,0,0,203600,117700,0,0,0,0,,203600,117700,2.17448,2559.36,4427.24
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2013,0,0,203600,644500,0,0,0,0,,203600,644500,2.19974,14177.32,4478.67
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2014,0,0,203600,1394600,0,0,0,0,,203600,1394600,2.18859,30522.08,4455.97
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2015,0,0,203600,1394600,0,0,0,0,,203600,1394600,2.23039,31105.02,4541.07
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2016,0,0,203600,1394600,0,0,0,0,,203600,1394600,2.23537,31174.47,4551.21
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2017,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.24872,31614.75,4578.39
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2018,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.23667,31445.34,4553.86
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2019,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.25142,31652.71,4583.89
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2020,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.24313,31536.16,4567.01
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2021,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.22412,31268.9,4528.31
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2022,0,0,203600,1405900,0,0,0,0,,203600,1405900,2.24121,31509.17,4563.1
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2012,0,0,26300,656000,0,0,0,0,,26300,656000,2.17448,14264.59,571.89
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2013,0,0,26300,883400,0,0,0,0,,26300,883400,2.19974,19432.5,578.53
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2014,0,0,26300,883400,0,0,0,0,,26300,883400,2.18859,19334,575.6
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2015,0,0,26300,883400,0,0,0,0,,26300,883400,2.23039,19703.27,586.59
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2016,0,0,26300,251900,0,0,0,0,,26300,251900,2.23537,5630.9,587.9
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2017,0,0,26300,251900,0,0,0,0,,26300,251900,2.24872,5664.53,591.41
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2018,0,0,26300,251900,0,0,0,0,,26300,251900,2.23667,5634.17,588.24
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2019,0,0,23600,251900,0,0,0,0,,23600,251900,2.25142,5671.33,531.34
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2020,0,0,26300,251900,0,0,0,0,,26300,251900,2.24313,5650.44,589.94
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2021,0,0,26300,251900,0,0,0,0,,26300,251900,2.22412,5602.56,584.94
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2022,0,0,26300,251900,0,0,0,0,,26300,251900,2.24121,5645.61,589.44
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2012,0,0,108300,0,0,0,0,0,,108300,0,2.17448,0,2354.96
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2013,0,0,108300,2460300,0,0,0,0,,108300,2460300,2.19974,54120.2,2382.32
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2014,0,0,108300,2460300,0,0,0,0,,108300,2460300,2.18859,53845.88,2370.24
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2015,0,0,108300,2460300,0,0,0,0,,108300,2460300,2.23039,54874.29,2415.51
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2016,0,0,108300,3270700,0,0,0,0,,108300,3270700,2.23537,73112.25,2420.91
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2017,0,0,108300,3270700,0,0,0,0,,108300,3270700,2.24872,73548.89,2435.36
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2018,0,0,108300,3373100,0,0,0,0,,108300,3373100,2.23667,75445.12,2422.31
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2019,0,0,108300,3373100,0,0,0,0,,108300,3373100,2.25142,75942.65,2438.29
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2020,0,0,108300,3373100,0,0,0,0,,108300,3373100,2.24313,75663.02,2429.31
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2021,0,0,108300,3373100,0,0,0,0,,108300,3373100,2.22412,75021.79,2408.72
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2022,0,0,108300,3373100,0,0,0,0,,108300,3373100,2.24121,75598.25,2427.23
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2012,0,0,690000,0,0,0,0,0,,690000,0,2.17448,0,15003.91
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2013,0,0,690000,1972300,0,0,0,0,,690000,1972300,2.19974,43385.47,15178.21
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2014,0,0,690000,7674300,0,0,0,0,,690000,7674300,2.18859,167958.96,15101.27
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2015,0,0,690000,7032000,0,0,0,0,,690000,7032000,2.23039,156841.02,15389.69
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2016,0,0,690000,7032000,0,0,0,0,,690000,7032000,2.23537,157191.22,15424.05
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2017,0,0,690000,7032000,0,0,0,0,,690000,7032000,2.24872,158129.99,15516.17
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2018,0,0,690000,7844600,0,0,0,0,,690000,7844600,2.23667,175457.81,15433.02
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2019,0,0,690000,5628700,0,0,0,0,,690000,5628700,2.25142,126725.68,15534.8
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2020,0,0,690000,5628700,0,0,0,0,,690000,5628700,2.24313,126259.06,15477.6
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2021,0,0,690000,5628700,0,0,0,0,,690000,5628700,2.22412,125189.04,15346.43
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2022,0,0,690000,5628700,0,0,0,0,,690000,5628700,2.24121,126150.99,15464.35
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2014,0,0,387200,1270100,0,0,0,0,,387200,1270100,2.18859,27797.28,8474.22
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2015,0,0,387200,9643590,0,0,0,0,,387200,9643590,2.23039,215089.67,8636.07
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2016,0,0,387200,11207000,0,0,0,0,,387200,11207000,2.23537,250517.92,8655.35
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2017,0,0,387200,10920000,0,0,0,0,,387200,10920000,2.24872,245560.22,8707.04
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2018,0,0,387200,12356700,0,0,0,0,,387200,12356700,2.23667,276378.6,8660.39
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2019,0,0,387200,12356700,0,0,0,0,,387200,12356700,2.25142,278201.22,8717.5
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2020,0,0,387200,12356700,0,0,0,0,,387200,12356700,2.24313,277176.84,8685.4
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2021,0,0,387200,12356700,0,0,0,0,,387200,12356700,2.22412,274827.84,8611.79
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",01/01/2014,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2022,0,0,387200,12356700,0,0,0,0,,387200,12356700,2.24121,276939.6,8677.97
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2012,0,0,0,0,4792500,0,0,0,,4792500,0,2.17448,0,104211.95
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2013,0,0,0,0,4792500,2695600,0,0,,4792500,2695600,2.19974,59296.19,105422.54
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2014,0,0,0,0,4792500,7545200,0,0,,4792500,7545200,2.18859,165133.49,104888.18
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2015,0,0,0,0,4792500,7945300,0,0,,4792500,7945300,2.23039,177211.18,106891.44
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2016,0,0,0,0,4792500,7945300,0,0,,4792500,7945300,2.23537,177606.85,107130.11
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2017,0,0,0,0,4792500,9589200,0,0,,4792500,9589200,2.24872,215634.26,107769.91
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2018,0,0,0,0,4792500,9589200,0,0,,4792500,9589200,2.23667,214478.76,107192.41
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2019,0,0,0,0,4792500,9589200,0,0,,4792500,9589200,2.25142,215893.17,107899.3
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2020,0,0,0,0,4792500,9589200,0,0,,4792500,9589200,2.24313,215098.22,107502.01
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2021,0,0,0,0,4792500,10184100,0,0,,4792500,10184100,2.22412,226506.6,106590.95
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2022,0,0,0,0,4792500,10351100,0,0,,4792500,10351100,2.24121,231989.89,107409.99
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2012,0,0,532200,0,0,0,0,0,,532200,0,2.17448,0,11572.58
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2013,0,0,532200,3108600,0,0,0,0,,532200,3108600,2.19974,68381.12,11707.02
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",01/01/2012,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2014,0,0,532200,3411900,0,0,0,0,,532200,3411900,2.18859,74672.5,11647.68
