"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2018 TIF Report  certified as of 2-20-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
51-8529,KEITH,51,TIF WALMART,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,"Parcel #054500301 and #054500302 Lots 1 and 2 Plunkett Orig Add, Adm Replat No 1 in S7-T13-R38, City Ogallala","Construction of approx 70,000 sq ft bldg for Walmart retail store, fuel station improvements and 800 sq ft kiosk, parking lot, and related improvements. Project includes public improvements to construct, repair, and install public road improvements including Old Hiway 61 and Pony Express Road, extension of public water main and sanitary sewer systems, and related public improvments.",2016,0,0,149920,6317110,0,0,0,0,,149920,6317110,1.909151,120603.18,2862.2
51-8529,KEITH,51,TIF WALMART,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,"Parcel #054500301 and #054500302 Lots 1 and 2 Plunkett Orig Add, Adm Replat No 1 in S7-T13-R38, City Ogallala","Construction of approx 70,000 sq ft bldg for Walmart retail store, fuel station improvements and 800 sq ft kiosk, parking lot, and related improvements. Project includes public improvements to construct, repair, and install public road improvements including Old Hiway 61 and Pony Express Road, extension of public water main and sanitary sewer systems, and related public improvments.",2017,0,0,149920,8127880,0,0,0,0,,149920,8127880,1.858294,151039.92,2785.95
51-8529,KEITH,51,TIF WALMART,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,"Parcel #054500301 and #054500302 Lots 1 and 2 Plunkett Orig Add, Adm Replat No 1 in S7-T13-R38, City Ogallala","Construction of approx 70,000 sq ft bldg for Walmart retail store, fuel station improvements and 800 sq ft kiosk, parking lot, and related improvements. Project includes public improvements to construct, repair, and install public road improvements including Old Hiway 61 and Pony Express Road, extension of public water main and sanitary sewer systems, and related public improvments.",2018,0,0,149920,4674810,0,0,0,0,,149920,4674810,1.846888,86338.52,2768.85
51-8530,KEITH,51,TIF WRG PROJECT,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,Parcel #051802200 Lot 6 Blk 5 Ogallala North Business Park Addition,"Construction of approx 15,600 sq ft building to be used primarily as a recycling collection center and manufacturing facility and public improvements including but not limited to parking and recycling drop-off area and related site preparation and improvements.",2015,0,0,14555,348090,0,0,0,0,,14555,348090,2.057868,7163.24,299.52
51-8530,KEITH,51,TIF WRG PROJECT,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,Parcel #051802200 Lot 6 Blk 5 Ogallala North Business Park Addition,"Construction of approx 15,600 sq ft building to be used primarily as a recycling collection center and manufacturing facility and public improvements including but not limited to parking and recycling drop-off area and related site preparation and improvements.",2016,0,0,14555,1393190,0,0,0,0,,14555,1393190,1.909151,26598.1,277.88
51-8530,KEITH,51,TIF WRG PROJECT,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,Parcel #051802200 Lot 6 Blk 5 Ogallala North Business Park Addition,"Construction of approx 15,600 sq ft building to be used primarily as a recycling collection center and manufacturing facility and public improvements including but not limited to parking and recycling drop-off area and related site preparation and improvements.",2017,0,0,14555,1787360,0,0,0,0,,14555,1787360,1.858294,33214.4,270.47
51-8530,KEITH,51,TIF WRG PROJECT,1/1/15,OGALLALA,OGALALLA 1,51-0001,,3,Parcel #051802200 Lot 6 Blk 5 Ogallala North Business Park Addition,"Construction of approx 15,600 sq ft building to be used primarily as a recycling collection center and manufacturing facility and public improvements including but not limited to parking and recycling drop-off area and related site preparation and improvements.",2018,0,0,14555,940555,0,0,0,0,,14555,940555,1.846888,17371,268.81
51-8531,KEITH,51,TIF LAKEWAY LODGE PROJ PHASE I,1/1/16,OGALLALA,OGALALLA 1,51-0001,,3,Lot 4 Davis Replat PID 064200400,"Construction and installation of sewer, water, and utility improvements, sidewalks curb cuts, and other public improvements in the development area associated with the construction of approx. 1,100 sq ft residential dwelling and associated improvements.",2016,8235,164970,0,0,0,0,0,0,,8235,164970,1.909151,3149.54,157.22
51-8531,KEITH,51,TIF LAKEWAY LODGE PROJ PHASE I,1/1/16,OGALLALA,OGALALLA 1,51-0001,,3,Lot 4 Davis Replat PID 064200400,"Construction and installation of sewer, water, and utility improvements, sidewalks curb cuts, and other public improvements in the development area associated with the construction of approx. 1,100 sq ft residential dwelling and associated improvements.",2017,8235,164970,0,0,0,0,0,0,,8235,164970,1.858294,3065.64,153.03
51-8531,KEITH,51,TIF LAKEWAY LODGE PROJ PHASE I,1/1/16,OGALLALA,OGALALLA 1,51-0001,,3,Lot 4 Davis Replat PID 064200400,"Construction and installation of sewer, water, and utility improvements, sidewalks curb cuts, and other public improvements in the development area associated with the construction of approx. 1,100 sq ft residential dwelling and associated improvements.",2018,8235,164440,0,0,0,0,0,0,,8235,164440,1.846888,3037.02,152.09
51-8532,KEITH,51,TIF LAKEWAY LODGE PHASE II,1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,Lot 3 Davis Replat,"Construction on approx 1,100 sq ft home and related public improvements.",2017,9885,162450,0,0,0,0,0,0,,9885,162450,1.858294,3018.8,183.69
51-8532,KEITH,51,TIF LAKEWAY LODGE PHASE II,1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,Lot 3 Davis Replat,"Construction on approx 1,100 sq ft home and related public improvements.",2018,9885,121830,0,0,0,0,0,0,,9885,121830,1.846888,2250.06,182.56
51-8533,KEITH,51,"TIF O'REILLY AUTO ENTERPRISES, LLC",1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,Lot 1 Blk 1 O'Reilly's Replat .849 acre Parcel ID 000300100,"Construction of an approx 6,800 sq ft auto parts retail store and associated improvements within area.",2017,0,0,53985,873000,0,0,0,0,,53985,873000,1.858294,16222.92,1003.2
51-8533,KEITH,51,"TIF O'REILLY AUTO ENTERPRISES, LLC",1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,Lot 1 Blk 1 O'Reilly's Replat .849 acre Parcel ID 000300100,"Construction of an approx 6,800 sq ft auto parts retail store and associated improvements within area.",2018,0,0,53985,748865,0,0,0,0,,53985,748865,1.846888,13830.7,997.04
51-8534,KEITH,51,TIF OGALLALA LODGING PROJECT,1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 3, Pony Express Subdivision","Construction of an approx 75 to 85 room hotel and associated public improvements required for the project.Note: City amended this project later in 2017 which will change legal description in 2018. NOTE: City amended TIF are for this project in Nov 2017. Removed Lots 1 & 2 fro mOriginal TIF and Lot 3 remains for the hotel project.",2017,0,0,103845,3470220,0,0,0,0,,103845,3470220,1.858294,64486.9,1929.75
51-8534,KEITH,51,TIF OGALLALA LODGING PROJECT,1/1/17,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 3, Pony Express Subdivision","Construction of an approx 75 to 85 room hotel and associated public improvements required for the project.Note: City amended this project later in 2017 which will change legal description in 2018. NOTE: City amended TIF are for this project in Nov 2017. Removed Lots 1 & 2 fro mOriginal TIF and Lot 3 remains for the hotel project.",2018,0,0,19970,4445650,0,0,0,0,,19970,4445650,1.846888,82106.18,368.82
51-8535,KEITH,51,TIF 516 WEST A PROJ,1/1/18,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 2, Davis 2nd Replat, a replat of Lots 1-5, block 9, Searle's First Addition.",TIF Funds used for utility and infrastructure improvements necessary for the construction of a single family residential dwelling unit.,2018,9990,79550,0,0,0,0,0,0,,9990,79550,1.846888,1469.2,184.5
51-8536,KEITH,51,TIF 514 WEST A PROJ,1/1/18,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 4, Davis 2nd Replat, a replat of Lots 1-5, Block , Searle's First Addition.",TIF Funds to be used for utility and infrastructure improvements for the construction of a single family residential dwelling unit.,2018,9990,77890,0,0,0,0,0,0,,9990,77890,1.846888,1438.54,184.5
51-8537,KEITH,51,TIF KHODIAR HOSPITALITY PROJ,1/1/18,OGALLALA,OGALALLA 1,51-0001,,3,"Parcel ID 047001100. A tract of land located in the SE1/4 of Section 7, Township 13N, Range 38W of the 6th P.M.","TIF Funds to be used for the construction of a 57-63 room hotel with a pool, fitness room, business center, meeting room, breakfast area and outdoor patio area.",2018,0,0,303330,0,0,0,0,0,,303330,0,1.846888,0,5602.17
51-8538,KEITH,51,TIF PONY EXPRESS RETAIL PROJ,1/1/18,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 2, Pony Express Subdivision",TIF Funds to be used for the associated public improvements required for construction of a retail building.,2018,0,0,9500,300910,0,0,0,0,,9500,300910,1.846888,5557.48,175.45
51-8539,KEITH,51,TIF DAVIS LAND INVESTMENTS LOT 1,1/1/18,OGALLALA,OGALALLA 1,51-0001,,3,"Lot 1, Davis Replat. 918 N. Spruce.","TIF Funds used for the associated public improvements required for the construction of a 2,000 sq. ft. commercial office building.",2018,0,0,9880,158620,0,0,0,0,,9880,158620,1.846888,2929.54,182.47
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2009,0,0,26398,1596571,0,0,0,0,,26398,1596571,2.143572,34223.65,565.86
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2010,0,0,26398,1596571,0,0,0,0,,26398,1596571,2.32427,37108.62,613.56
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2011,0,0,26398,1596571,0,0,0,0,,26398,1596571,2.292503,36601.44,605.17
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2012,0,0,26398,1515431,0,0,0,0,,26398,1515431,2.270174,34402.92,599.28
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2013,0,0,26398,1515431,0,0,0,0,,26398,1515431,2.277826,34518.88,601.3
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2014,0,0,26398,1515431,0,0,0,0,,26398,1515431,2.286077,34643.92,603.48
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2015,0,0,26398,1515431,0,0,0,0,,26398,1515431,2.289782,34700.08,604.46
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2016,0,0,26398,1515431,0,0,0,0,,26398,1515431,2.177496,32998.46,574.82
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2017,0,0,26398,1536487,0,0,0,0,,26398,1536487,2.087284,32070.86,551
53-0041,KIMBALL,53,TIF KIMBALL PAMIDA,1/1/07,KIMBALL,KIMBALL,53-0001,,3,"Lot 1, Green Acres Subdivision",TIF funds used for acquisition of property for commercial development.,2018,0,0,26398,1536487,0,0,0,0,,26398,1536487,2.100626,32275.86,554.52
54-0951,KNOX,54,"TIF CMART, LLC",1/1/14,CROFTON,CROFTON 96,54-0096,,3,"Acre Tracts Pt SE1/4 SE1/4 Section 23-32-2  (1.40 Acres), Crofton","TIF funds used for site acquisition for commercial building, demolition of existing structure and site preparation for commercial development.",2014,0,0,62610,0,0,0,0,0,,62610,0,1.766764,0,1106.17
54-0951,KNOX,54,"TIF CMART, LLC",1/1/14,CROFTON,CROFTON 96,54-0096,,3,"Acre Tracts Pt SE1/4 SE1/4 Section 23-32-2  (1.40 Acres), Crofton","TIF funds used for site acquisition for commercial building, demolition of existing structure and site preparation for commercial development.",2015,0,0,62610,256375,0,0,0,0,,62610,256375,1.700236,4358.98,1064.52
54-0951,KNOX,54,"TIF CMART, LLC",1/1/14,CROFTON,CROFTON 96,54-0096,,3,"Acre Tracts Pt SE1/4 SE1/4 Section 23-32-2  (1.40 Acres), Crofton","TIF funds used for site acquisition for commercial building, demolition of existing structure and site preparation for commercial development.",2016,0,0,62610,231425,0,0,0,0,0,62610,231425,1.706337,3948.9,1068.34
54-0951,KNOX,54,"TIF CMART, LLC",1/1/14,CROFTON,CROFTON 96,54-0096,,3,"Acre Tracts Pt SE1/4 SE1/4 Section 23-32-2  (1.40 Acres), Crofton","TIF funds used for site acquisition for commercial building, demolition of existing structure and site preparation for commercial development.",2017,0,0,62610,231425,0,0,0,0,,62610,231425,1.692027,3915.78,1059.38
54-0951,KNOX,54,"TIF CMART, LLC",1/1/14,CROFTON,CROFTON 96,54-0096,,3,"Acre Tracts Pt SE1/4 SE1/4 Section 23-32-2  (1.40 Acres), Crofton","TIF funds used for site acquisition for commercial building, demolition of existing structure and site preparation for commercial development.",2018,0,0,62610,231425,0,0,0,0,,62610,231425,1.702793,3940.68,1066.12
54-0952,KNOX,54,TIF CREIGHTON SENIOR LIVING,1/1/15,CREIGHTON,CREIGHTON 13,54-0013,,3,Parcel #540002401 Lots 7 through 12 Blk 30 Orig Town,"Site acquisition, preparation and infrastructure installation for a senior living facility.",2015,0,0,7755,498915,0,0,0,0,,7755,498915,1.736988,8666.1,134.7
54-0952,KNOX,54,TIF CREIGHTON SENIOR LIVING,1/1/15,CREIGHTON,CREIGHTON 13,54-0013,,3,Parcel #540002401 Lots 7 through 12 Blk 30 Orig Town,"Site acquisition, preparation and infrastructure installation for a senior living facility.",2016,0,0,7755,518825,0,0,0,0,0,7755,518825,1.562179,8104.98,121.15
54-0952,KNOX,54,TIF CREIGHTON SENIOR LIVING,1/1/15,CREIGHTON,CREIGHTON 13,54-0013,,3,Parcel #540002401 Lots 7 through 12 Blk 30 Orig Town,"Site acquisition, preparation and infrastructure installation for a senior living facility.",2017,0,0,7755,518825,0,0,0,0,,7755,518825,1.594703,8273.72,123.67
54-0952,KNOX,54,TIF CREIGHTON SENIOR LIVING,1/1/15,CREIGHTON,CREIGHTON 13,54-0013,,3,Parcel #540002401 Lots 7 through 12 Blk 30 Orig Town,"Site acquisition, preparation and infrastructure installation for a senior living facility.",2018,0,0,7755,518825,0,0,0,0,,7755,518825,1.643259,8525.64,127.43
54-0953,KNOX,54,TIF VERDIGRE REDEVL PROJ 1,1/1/15,VERDIGRE,VERDIGRE 83R,54-0583,02-2001,3,"Parcel 540002111 Tracts Pt NWNW 9-30-6Parcel 540002106 Tract Com S Ln 4th Ave 9-30-6Parcel 540002110 Tract NWNW 9-30-6",Infrastructure street improvements includes 4th Avenue from Skyline Drive to Main St and Main Street from Quimby Avenue to 6th Street.,2015,0,0,385565,222865,0,0,0,0,,385565,222865,1.655377,3689.26,6382.55
54-0953,KNOX,54,TIF VERDIGRE REDEVL PROJ 1,1/1/15,VERDIGRE,VERDIGRE 83R,54-0583,02-2001,3,"Parcel 540002111 Tracts Pt NWNW 9-30-6Parcel 540002106 Tract Com S Ln 4th Ave 9-30-6Parcel 540002110 Tract NWNW 9-30-6",Infrastructure street improvements includes 4th Avenue from Skyline Drive to Main St and Main Street from Quimby Avenue to 6th Street.,2016,0,0,385565,256050,0,0,0,0,0,385565,256050,1.6455,4213.3,6344.47
54-0953,KNOX,54,TIF VERDIGRE REDEVL PROJ 1,1/1/15,VERDIGRE,VERDIGRE 83R,54-0583,02-2001,3,"Parcel 540002111 Tracts Pt NWNW 9-30-6Parcel 540002106 Tract Com S Ln 4th Ave 9-30-6Parcel 540002110 Tract NWNW 9-30-6",Infrastructure street improvements includes 4th Avenue from Skyline Drive to Main St and Main Street from Quimby Avenue to 6th Street.,2017,0,0,385565,255655,0,0,0,0,,385565,255655,1.816519,4644.02,7003.86
54-0953,KNOX,54,TIF VERDIGRE REDEVL PROJ 1,1/1/15,VERDIGRE,VERDIGRE 83R,54-0583,02-2001,3,"Parcel 540002111 Tracts Pt NWNW 9-30-6Parcel 540002106 Tract Com S Ln 4th Ave 9-30-6Parcel 540002110 Tract NWNW 9-30-6",Infrastructure street improvements includes 4th Avenue from Skyline Drive to Main St and Main Street from Quimby Avenue to 6th Street.,2018,0,0,385565,255655,0,0,0,0,,385565,255655,1.860203,4755.7,7172.29
55-9501,LANCASTER,55,TIF NORTH RIDGE ADD. PHS 1  9501,1/1/18,FIRTH,NORRIS 160,55-0160,,3,"Lots 5-7, Block 2, North Ridge Addidtion and Lot 8, Block 3, North Ridge Addition, Firth. Parcel IDs 14-26-308-005-000; 14-26-308-006-000; 14-26-308-007-000; 14-26-309-008-000.","TIF Funds to be used for grading, site preparation, construction of public streets and sidewalks, sanitary sewer, storm sewer, water improvements, public lighting and landscaping in the Village right-of-way for the construction of a residential subdivision.",2018,5200,273600,0,0,0,0,0,0,,5200,273600,1.919468,5251.66,99.81
55-9601,LANCASTER,55,TIF LIPPY'S BBQ PROJ  9601,1/1/18,MALCOLM,MALCOLM 148,55-0148,,3,"Lots 11-12, Block 3, Malcolm, Original Town. Parcel ID 05-21-303-011-000.","TIF Funds to be used for the renovation, reconstruction, and remodeling of the Branched Oak Inn restaurant building to open Lippy's BBQ.",2018,0,0,37000,93100,0,0,0,0,,37000,93100,1.865386,1736.68,690.19
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2006,143550,0,0,0,0,0,0,0,,143550,0,2.012354,0,2888.73
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2007,0,0,143550,559175,0,0,0,0,,143550,559175,2.169856,12133.29,3114.83
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2008,0,0,143550,1200850,0,0,0,0,,143550,1200850,2.270837,27269.35,3259.79
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2009,0,0,143600,696800,0,0,0,0,,143600,696800,2.355894,16415.87,3383.06
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2010,0,0,143550,696750,0,0,0,0,,143550,696750,2.389222,16646.9,3429.73
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2011,0,0,143550,696750,0,0,0,0,,143550,696750,2.42219,16876.61,3477.05
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2012,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.379594,28534.9,3415.91
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2013,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.375009,28479.92,3409.33
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2014,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.364467,28353.51,3394.19
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2015,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.304023,27628.7,3307.43
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2016,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.299312,27572.2,3300.66
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2017,0,0,143550,1199150,0,0,0,0,,143550,1199150,2.310072,27701.24,3316.11
55-9701,LANCASTER,55,TIF HICKMAN HAVEN MANOR 9701,12/1/05,HICKMAN,NORRIS 160,55-0160,,3,"Lots 9-17 and Outlot A, Block 2, Prairie View Addition","TIF funds used to acquire, construct and equip an approximately 28,165 sq ft assisted living facility.",2018,0,0,143550,2091450,0,0,0,0,,143550,2091450,2.292653,47949.7,3291.1
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2009,156200,0,0,0,0,0,0,0,,156200,0,2.355894,0,3679.91
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2010,141800,0,0,0,0,0,0,0,,141800,0,2.389222,0,3387.92
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2011,159400,31100,0,0,0,0,0,0,,159400,31100,2.42219,753.3,3860.97
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2012,158167,49933,0,0,0,0,0,0,,158167,49933,2.379594,1188.2,3763.73
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2013,159400,88400,0,0,0,0,0,0,,159400,88400,2.375009,2099.51,3785.76
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2014,159400,88400,0,0,0,0,0,0,,159400,88400,2.364467,2090.19,3768.96
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2015,159400,195200,0,0,0,0,0,0,,159400,195200,2.304023,4497.46,3672.61
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2016,159400,195200,0,0,0,0,0,0,,159400,195200,2.299312,4488.26,3665.1
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2017,159400,253000,0,0,0,0,0,0,,159400,253000,2.310072,5844.48,3682.25
55-9703,LANCASTER,55,TIF HICKMAN FORMERSCH PROJ9703,5/12/09,HICKMAN,NORRIS 160,55-0160,,3,"Part of Lot 2, Lots 3-6, Block 10, Hickman Village",TIF funds used for private improvements to construct 3 single family residences for sale to individuals or families.,2018,159400,253000,0,0,0,0,0,0,,159400,253000,2.292653,5800.42,3654.49
55-9705,LANCASTER,55,TIF AUTOMOTIVE REPAIR FAC 9705,1/1/10,HICKMAN,NORRIS 160,55-0160,,3,"Lots 11 & 12 and North 1/2 Lot 10, Block 19 Village Hickman228 Locust Street Parcel#15-33-219-010-000",TIF funds for redevelopment of site into a commercial automotive repair facility.,2010,0,0,55500,47000,0,0,0,0,,55500,47000,2.389222,1122.93,1326.02
55-9705,LANCASTER,55,TIF AUTOMOTIVE REPAIR FAC 9705,1/1/10,HICKMAN,NORRIS 160,55-0160,,3,"Lots 11 & 12 and North 1/2 Lot 10, Block 19 Village Hickman228 Locust Street Parcel#15-33-219-010-000",TIF funds for redevelopment of site into a commercial automotive repair facility.,2011,0,0,55500,47000,0,0,0,0,,55500,47000,2.42219,1138.43,1344.32
55-9705,LANCASTER,55,TIF AUTOMOTIVE REPAIR FAC 9705,1/1/10,HICKMAN,NORRIS 160,55-0160,,3,"Lots 11 & 12 and North 1/2 Lot 10, Block 19 Village Hickman228 Locust Street Parcel#15-33-219-010-000",TIF funds for redevelopment of site into a commercial automotive repair facility.,2012,0,0,55500,53100,0,0,0,0,,55500,53100,2.379594,1263.56,1320.67
55-9705,LANCASTER,55,TIF AUTOMOTIVE REPAIR FAC 9705,1/1/10,HICKMAN,NORRIS 160,55-0160,,3,"Lots 11 & 12 and North 1/2 Lot 10, Block 19 Village Hickman228 Locust Street Parcel#15-33-219-010-000",TIF funds for redevelopment of site into a commercial automotive repair facility.,2013,0,0,55500,53100,0,0,0,0,,55500,53100,2.375009,1261.13,1318.13
55-9705,LANCASTER,55,TIF AUTOMOTIVE REPAIR FAC 9705,1/1/10,HICKMAN,NORRIS 160,55-0160,,3,"Lots 11 & 12 and North 1/2 Lot 10, Block 19 Village Hickman228 Locust Street Parcel#15-33-219-010-000",TIF funds for redevelopment of site into a commercial automotive repair facility.,2014,0,0,55500,53100,0,0,0,0,,55500,53100,2.364467,1255.53,1312.28
