ID,CNTYNAME,CNTY,TIFNAME,PROJDATE,CITYNAME,SCHNAME,BASESCH,UNIFSCH,CLASS,REMARKS,Year,RESTIFBV,RESTIFEV,COMTIFBV,COMTIFEV,INDTIFBV,INDTIFEV,OTHTIFBV,OTHTIFEV,OTHDESC,TOTTIFBV,TOTTIFEV,TOTRATE,TIFEXTAX,TIFBSTAX
33-8613,FURNAS,33,HARVEST MEADOWS 3RD SUBD PHS2,1/1/2015,CAMBRIDGE,CAMBRIDGE 21,33-0021,,3,"Name of Project: Harvest Meadows 3rd Subdiv Phase 2
Lotes 3, 4, 8, and 9 Blk 1, Harvest Meadows Third Addition, Cambridge PID 6658.03. 6658.08, 6658.09
Description of Project: Construction of new residential subdivision area to capture TIF funds to use ",2016,39775,880600,0,0,0,0,0,0,,39775,880600,1.831714,16130.1,728.56
33-8614,FURNAS,33,HARVEST MEADOWS 3RD SUBD PHS3,1/1/2016,CAMBRIDGE,CAMBRIDGE 21,33-0021,,3,"Name of Project: Harvest Meadows 3rd Sub Phase 3
Lot 7 Block 1 and Lot 5 Block 2, Harvest Meadows Third Add, PID 6658.07, 6658.14
Description of Project: Construction of a new residential subdivision area to capture TIF funds to use for public improveme",2016,19980,222955,0,0,0,0,0,0,,19980,222955,1.831714,4083.92,365.98
33-8615,FURNAS,33,HARVEST MEADOWS 3RD SUBD PHS4,1/1/2016,CAMBRIDGE,CAMBRIDGE 21,33-0021,,3,"Name of Project: Harvest Meadows 3rd Sub Phase 4
Lots 3 & 4, Block 2 Harvest Meadows 3rd Add, PID 6658.13
Description of Project: Construction of a new residential subdivision area to capture TIF funds to use for public improvements including  street im",2016,21075,245915,0,0,0,0,0,0,,21075,245915,1.831714,4504.46,386.03
33-8616,FURNAS,33,CASEY'S PROJECT,1/1/2016,CAMBRIDGE,CAMBRIDGE 21,33-0021,,3,"Name of Project: Casey's Project
Lots 19 through 27, Block 23 Cambridge PID 6324.01
Description of Project: TIF funds from construction and renovation of the convenience store to be used for public improvements.",2016,0,0,95265,228765,0,0,0,0,,95265,228765,1.831714,4190.32,1744.98
33-8620,FURNAS,33,TORNADO ALLEY PROJ,1/1/2015,ARAPAHOE,ARAPAHOE 18,33-0018,,3,"Name of Project: Tornado Alley Project
Lot 1 Blk 1 Anderson's Addition, Arapahoe
Descpription of Project: Construction of a bowling alley and associated improvements included extension of city streets and utilities which included 12th St, Cherry St, and",2015,0,0,7800,437470,0,0,0,0,,7800,437470,1.818894,7957.12,141.87
33-8620,FURNAS,33,TORNADO ALLEY PROJ,1/1/2015,ARAPAHOE,ARAPAHOE 18,33-0018,,3,"Name of Project: Tornado Alley Project
Lot 1 Blk 1 Anderson's Addition, Arapahoe
Descpription of Project: Construction of a bowling alley and associated improvements included extension of city streets and utilities which included 12th St, Cherry St, and",2016,0,0,7800,377030,0,0,0,0,,7800,377030,1.721275,6489.72,134.26
33-8621,FURNAS,33,DOLLAR GENERAL STORE PROJ,1/1/2015,ARAPAHOE,ARAPAHOE 18,33-0018,,3,"Name of Project: Dollar General Store 
PT Lots 1 & 2 Albees Addition, 212 East Chestnut Ave.
Description of Project: Extension of utility services and required infrastructure associated with the construction of the Dollar General Store and improvements.",2015,0,0,730,558530,0,0,0,0,,730,558530,1.818894,10159.08,13.28
33-8621,FURNAS,33,DOLLAR GENERAL STORE PROJ,1/1/2015,ARAPAHOE,ARAPAHOE 18,33-0018,,3,"Name of Project: Dollar General Store 
PT Lots 1 & 2 Albees Addition, 212 East Chestnut Ave.
Description of Project: Extension of utility services and required infrastructure associated with the construction of the Dollar General Store and improvements.",2016,0,0,730,487110,0,0,0,0,,730,487110,1.721275,8384.5,12.57
33-8640,FURNAS,33,WILSONVILLE VILG TIF,1/1/2016,WILSONVILLE,SOUTHWEST 179,73-0179,,3,"Name of Project: Wilson Village TIF
Pt SE 1/4 Corporate limits Wilsonville 26-2-25 PID 4170.01 and 
Pt S1/2 S1/2 NW 1/4 Corporate limits Wilsonville 25-2-25 PID 4170.07
Description of Project: TIF funds used for public infrastructure, upgrades and repa",2016,0,0,13710,1456175,0,0,0,0,,13710,1456175,1.435551,20904.14,196.81
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2005,3817335,804830,1295260,0,0,0,0,0,,5112595,804830,2.413632,19425.64,123399.23
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2006,3791535,848385,1284160,0,0,0,0,0,,5075695,848385,2.731571,23174.28,138646.21
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2007,3789030,860440,1229790,0,0,0,0,0,,5018820,860440,2.862817,24632.8,143679.63
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2008,3777005,936065,1229790,18460,0,0,0,0,,5006795,954525,2.751113,26259.98,137742.59
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2009,3777005,938270,1229740,18305,0,0,0,0,,5006745,956575,2.642655,25278.98,132311
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2010,3627540,507080,1229740,18305,0,0,0,0,,4857280,525385,2.659271,13971.34,129168.24
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2011,3547090,446870,1214525,25925,0,0,0,0,,4761615,472795,2.766446,13079.62,131727.51
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2012,3530240,459645,1205295,38710,0,0,0,0,,4735535,498355,2.783357,13871.1,131806.84
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2013,3421080,432385,1201785,100490,0,0,0,0,,4622865,532875,2.638205,14058.42,121960.66
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2014,3415320,432385,1178535,100490,0,0,0,0,,4593855,532875,2.500716,13325.7,114879.27
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2015,3387355,441790,1178535,100490,0,0,0,0,,4565890,542280,2.441639,13240.46,111482.55
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2016,3306530,548940,1174035,120740,0,0,0,0,0,4480565,669680,2.456835,16453,110080.09
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2006,0,0,152900,0,0,0,0,0,,152900,0,1.955657,0,2990.2
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2007,0,0,152900,162455,0,0,0,0,,152900,162455,2.063393,3352.08,3154.93
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2008,0,0,152900,348835,0,0,0,0,,152900,348835,2.049294,7148.66,3133.37
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2009,0,0,152900,348835,0,0,0,0,,152900,348835,2.048582,7146.16,3132.28
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2010,0,0,152900,316805,0,0,0,0,,152900,316805,2.069272,6555.56,3163.92
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2011,0,0,152900,316805,0,0,0,0,,152900,316805,2.071625,6563.02,3167.51
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2012,0,0,152900,316805,0,0,0,0,,152900,316805,2.072314,6565.2,3168.57
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2013,0,0,152900,316805,0,0,0,0,,152900,316805,2.042235,6469.9,3122.58
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2014,0,0,152900,316805,0,0,0,0,,152900,316805,2.018927,6396.06,3086.94
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2015,0,0,152900,316805,0,0,0,0,,152900,316805,1.978838,6269.06,3025.64
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve t",2016,0,0,152900,316805,0,0,0,0,0,152900,316805,1.913488,6062.02,2925.72
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2006,48100,33925,0,0,0,0,0,0,,48100,33925,1.955657,663.46,940.67
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2007,48100,296135,0,0,0,0,0,0,,48100,296135,2.063393,6110.42,992.49
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2008,48100,620555,0,0,0,0,0,0,,48100,620555,2.049294,12717.02,985.71
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2009,48100,761945,0,0,0,0,0,0,,48100,761945,2.048582,15609.04,985.37
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2010,48100,930150,0,0,0,0,0,0,,48100,930150,2.069272,19247.32,995.32
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2011,48100,930150,0,0,0,0,0,0,,48100,930150,2.071625,19269.2,996.45
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2012,48100,925145,0,0,0,0,0,0,,48100,925145,2.072314,19171.9,996.78
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2013,48100,1096485,0,0,0,0,0,0,,48100,1096485,2.042235,22392.78,982.32
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2014,48100,1111765,0,0,0,0,0,0,,48100,1111765,2.018927,22445.72,971.1
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2015,48100,1346765,0,0,0,0,0,0,,48100,1346765,1.978838,26650.3,951.82
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpain",2016,48100,1346765,0,0,0,0,0,0,0,48100,1346765,1.913488,25770.18,920.39
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2006,0,0,0,0,20015,0,0,0,,20015,0,1.955657,0,391.42
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2007,0,0,0,0,20015,1936635,0,0,,20015,1936635,2.063393,39960.4,412.99
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2008,0,0,0,0,20015,21938310,0,0,,20015,21938310,2.049294,449580.48,410.17
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2009,0,0,0,0,20015,21938310,0,0,,20015,21938310,2.048582,449424.26,410.02
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2010,0,0,0,0,20015,21938310,0,0,,20015,21938310,2.069272,453963.3,414.16
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2011,0,0,0,0,20015,21938310,0,0,,20015,21938310,2.071625,454479.52,414.64
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2012,0,0,0,0,20015,12479985,0,0,,20015,12479985,2.072314,258624.48,414.77
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2013,0,0,0,0,20015,12479985,0,0,,20015,12479985,2.042235,254870.62,408.75
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2014,0,0,0,0,20015,12611450,0,0,,20015,12611450,2.018927,254615.96,404.09
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2015,0,0,0,0,20015,12611450,0,0,,20015,12611450,1.978838,249560.16,396.06
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landsc",2016,0,0,0,0,20015,12611450,0,0,0,20015,12611450,1.913488,241318.58,382.98
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2007,0,0,0,0,194290,3990685,0,0,,194290,3990685,2.328236,92912.56,4523.53
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2008,0,0,0,0,194290,38291305,0,0,,194290,38291305,2.322294,889236.68,4511.99
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2009,0,0,0,0,194290,38291305,0,0,,194290,38291305,2.268132,868497.34,4406.75
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2010,0,0,0,0,194290,38330900,0,0,,194290,38330900,2.245115,860572.8,4362.03
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2011,0,0,0,0,190555,34869165,0,0,,190555,34869165,2.220524,774278.18,4231.32
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2012,17240,8425,0,0,173315,32209165,0,0,,190555,32217590,2.245083,723311.64,4278.12
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2013,17240,15025,0,0,173315,32209165,0,0,,190555,32224190,2.172059,699928.42,4138.97
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2014,17240,21365,0,0,173315,32249905,0,0,,190555,32271270,2.094203,675825.9,3990.61
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2015,17240,30080,0,0,173315,32209165,0,0,,190555,32239245,1.934915,623801.98,3687.08
34-8790,GAGE,34,TIF E ENERGY ADAMS,1/1/2006,ADAMS,DANIEL FREEMAN 34,34-0034,,3,"Name of Project: E Energy Adams, LLC
A tract of land in Sections 17-T6-R8 and 20-T6-R8
Description: TIF funds used for the development of an ethanol production facility, including all necessary receiving, storage, processing, pollution control, waste ha",2016,17240,34510,0,0,173315,32230320,0,0,0,190555,32264830,1.838774,593277.3,3503.88
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2007,0,0,0,0,19420,0,0,0,,19420,0,2.063393,0,400.71
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2008,0,0,0,0,19420,1826185,0,0,,19420,1826185,2.018669,36864.64,392.03
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2009,0,0,0,0,19420,1370055,0,0,,19420,1370055,1.878965,25742.86,364.9
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2010,0,0,0,0,19420,1370055,0,0,,19420,1370055,1.812123,24827.08,351.91
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2011,0,0,0,0,19420,1370055,0,0,,19420,1370055,1.73414,23758.68,336.77
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2012,0,0,0,0,19420,1370055,0,0,,19420,1370055,2.072314,28391.84,402.44
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2013,0,0,0,0,19420,1370055,0,0,,19420,1370055,2.042235,27979.74,396.6
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2014,0,0,0,0,19420,1428025,0,0,,19420,1428025,2.018927,28830.78,392.08
34-8791,GAGE,34,TIF PRECISE BLDG LLC,11/6/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Precise Fabrication, LLC 
Lots 24, 26 and 27, Industrial Park, 2nd Addition 
Description: TIF funds used for street paving, water, sewer and site improvements to construct an industrial building.",2015,0,0,0,0,19420,1428025,0,0,,19420,1428025,1.978838,28258.3,384.29
