"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2019 TIF Report  certified as of 2-21-2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2277,DOUGLAS,28,"TIF 2277 1201 Howard, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1201 Howard St.,"TIF funds used to redevelop and rehabilitate the project site to create a mixed-use development comprised of three commerical bays on the ground floor and market-rate apartment units above, a mix of 1 & 2 bedroom units.",2019,0,0,"655,800","2,624,400",0,0,0,0,,"655,800","2,624,400",2.251420,"59,086.27","14,764.81"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2012,0,0,"203,600","117,700",0,0,0,0,,"203,600","117,700",2.174480,"2,559.36","4,427.24"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2013,0,0,"203,600","644,500",0,0,0,0,,"203,600","644,500",2.199740,"14,177.32","4,478.67"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2014,0,0,"203,600","1,394,600",0,0,0,0,,"203,600","1,394,600",2.188590,"30,522.08","4,455.97"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2015,0,0,"203,600","1,394,600",0,0,0,0,,"203,600","1,394,600",2.230390,"31,105.02","4,541.07"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2016,0,0,"203,600","1,394,600",0,0,0,0,,"203,600","1,394,600",2.235370,"31,174.47","4,551.21"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2017,0,0,"203,600","1,405,900",0,0,0,0,,"203,600","1,405,900",2.248720,"31,614.75","4,578.39"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2018,0,0,"203,600","1,405,900",0,0,0,0,,"203,600","1,405,900",2.236670,"31,445.34","4,553.86"
28-2278,DOUGLAS,28,"TIF 2278 NO DO Zesto Development, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,12th and Mike Fahey Streets,"TIF funds used to redevelop project site and construct a mixed-use structure that will comprise Zesto serving ice cream, food and beverages, as well as a separate commericial bay for another retail operation.",2019,0,0,"203,600","1,405,900",0,0,0,0,,"203,600","1,405,900",2.251420,"31,652.71","4,583.89"
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2012,0,0,"26,300","656,000",0,0,0,0,,"26,300","656,000",2.174480,"14,264.59",571.89
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2013,0,0,"26,300","883,400",0,0,0,0,,"26,300","883,400",2.199740,"19,432.50",578.53
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2014,0,0,"26,300","883,400",0,0,0,0,,"26,300","883,400",2.188590,"19,334.00",575.60
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2015,0,0,"26,300","883,400",0,0,0,0,,"26,300","883,400",2.230390,"19,703.27",586.59
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2016,0,0,"26,300","251,900",0,0,0,0,,"26,300","251,900",2.235370,"5,630.90",587.90
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2017,0,0,"26,300","251,900",0,0,0,0,,"26,300","251,900",2.248720,"5,664.53",591.41
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2018,0,0,"26,300","251,900",0,0,0,0,,"26,300","251,900",2.236670,"5,634.17",588.24
28-2279,DOUGLAS,28,"TIF 2279 Christian Worship Center New Visions Omaha VA",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1417 North 18th St,TIF funds used to construct building containing 26 one-bedroom apartments reserved for homeless US Veterans that will provide long-term shelter (18-24 months),2019,0,0,"23,600","251,900",0,0,0,0,,"23,600","251,900",2.251420,"5,671.33",531.34
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2012,0,0,"108,300",0,0,0,0,0,,"108,300",0,2.174480,0.00,"2,354.96"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2013,0,0,"108,300","2,460,300",0,0,0,0,,"108,300","2,460,300",2.199740,"54,120.20","2,382.32"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2014,0,0,"108,300","2,460,300",0,0,0,0,,"108,300","2,460,300",2.188590,"53,845.88","2,370.24"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2015,0,0,"108,300","2,460,300",0,0,0,0,,"108,300","2,460,300",2.230390,"54,874.29","2,415.51"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2016,0,0,"108,300","3,270,700",0,0,0,0,,"108,300","3,270,700",2.235370,"73,112.25","2,420.91"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2017,0,0,"108,300","3,270,700",0,0,0,0,,"108,300","3,270,700",2.248720,"73,548.89","2,435.36"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2018,0,0,"108,300","3,373,100",0,0,0,0,,"108,300","3,373,100",2.236670,"75,445.12","2,422.31"
28-2280,DOUGLAS,28,"TIF 2280 8th Street Towns, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,8th and Pacific Streets,"TIF funds used to construct a 47-unit, market-rate apartment building consisting of mostly studios and 6 two-bedroom units in addition to on-site parking",2019,0,0,"108,300","3,373,100",0,0,0,0,,"108,300","3,373,100",2.251420,"75,942.65","2,438.29"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2012,0,0,"690,000",0,0,0,0,0,,"690,000",0,2.174480,0.00,"15,003.91"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2013,0,0,"690,000","1,972,300",0,0,0,0,,"690,000","1,972,300",2.199740,"43,385.47","15,178.21"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2014,0,0,"690,000","7,674,300",0,0,0,0,,"690,000","7,674,300",2.188590,"167,958.96","15,101.27"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2015,0,0,"690,000","7,032,000",0,0,0,0,,"690,000","7,032,000",2.230390,"156,841.02","15,389.69"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2016,0,0,"690,000","7,032,000",0,0,0,0,,"690,000","7,032,000",2.235370,"157,191.22","15,424.05"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2017,0,0,"690,000","7,032,000",0,0,0,0,,"690,000","7,032,000",2.248720,"158,129.99","15,516.17"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2018,0,0,"690,000","7,844,600",0,0,0,0,,"690,000","7,844,600",2.236670,"175,457.81","15,433.02"
28-2281,DOUGLAS,28,"TIF 2281 The Barker Building, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,306 South 15th St,TIF funds used for conversion and rehabilitation of the historic Barker Building. Convert a six story office building into 48- market-rate apartments with ground floor commercial,2019,0,0,"690,000","5,628,700",0,0,0,0,,"690,000","5,628,700",2.251420,"126,725.68","15,534.80"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2014,0,0,"387,200","1,270,100",0,0,0,0,,"387,200","1,270,100",2.188590,"27,797.28","8,474.22"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2015,0,0,"387,200","9,643,590",0,0,0,0,,"387,200","9,643,590",2.230390,"215,089.67","8,636.07"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2016,0,0,"387,200","11,207,000",0,0,0,0,,"387,200","11,207,000",2.235370,"250,517.92","8,655.35"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2017,0,0,"387,200","10,920,000",0,0,0,0,,"387,200","10,920,000",2.248720,"245,560.22","8,707.04"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2018,0,0,"387,200","12,356,700",0,0,0,0,,"387,200","12,356,700",2.236670,"276,378.60","8,660.39"
28-2283,DOUGLAS,28,"TIF 2283 1501 Jackson, LLC",41640,OMAHA,OMAHA 1,28-0001,00-9000,5,"1501, 1507, 1511, Jackson Streets",Conversion and development of three surface parking lots into 5-story multi-family housing with commerical office/retail ground floor. Project began 2014 but cnty omitted on 2014 CTL report. Corrected TIF history in 2015 to show 2014 information.,2019,0,0,"387,200","12,356,700",0,0,0,0,,"387,200","12,356,700",2.251420,"278,201.22","8,717.50"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2012,0,0,0,0,"4,792,500",0,0,0,,"4,792,500",0,2.174480,0.00,"104,211.95"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2013,0,0,0,0,"4,792,500","2,695,600",0,0,,"4,792,500","2,695,600",2.199740,"59,296.19","105,422.54"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2014,0,0,0,0,"4,792,500","7,545,200",0,0,,"4,792,500","7,545,200",2.188590,"165,133.49","104,888.18"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2015,0,0,0,0,"4,792,500","7,945,300",0,0,,"4,792,500","7,945,300",2.230390,"177,211.18","106,891.44"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2016,0,0,0,0,"4,792,500","7,945,300",0,0,,"4,792,500","7,945,300",2.235370,"177,606.85","107,130.11"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2017,0,0,0,0,"4,792,500","9,589,200",0,0,,"4,792,500","9,589,200",2.248720,"215,634.26","107,769.91"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2018,0,0,0,0,"4,792,500","9,589,200",0,0,,"4,792,500","9,589,200",2.236670,"214,478.76","107,192.41"
28-2284,DOUGLAS,28,"TIF 2284 United States Cold Storage, Inc.",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,4302 South 30th Street,"TIF funds used for redevelopment of approximately 13.49 acre site in two phases. First phase will demolish, clear and grade the current storage warehouse site. Second phase will  construct new 124,000 sq ft facility that will consist of freezer space, a convertible freezer room, blast freezer, truck docks, rail docks, support area snd office/employee areas.",2019,0,0,0,0,"4,792,500","9,589,200",0,0,,"4,792,500","9,589,200",2.251420,"215,893.17","107,899.30"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2012,0,0,"532,200",0,0,0,0,0,,"532,200",0,2.174480,0.00,"11,572.58"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2013,0,0,"532,200","3,108,600",0,0,0,0,,"532,200","3,108,600",2.199740,"68,381.12","11,707.02"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2014,0,0,"532,200","3,411,900",0,0,0,0,,"532,200","3,411,900",2.188590,"74,672.50","11,647.68"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2015,0,0,"532,200","3,533,300",0,0,0,0,,"532,200","3,533,300",2.230390,"78,806.37","11,870.14"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2016,0,0,"532,200","3,533,300",0,0,0,0,,"532,200","3,533,300",2.235370,"78,982.33","11,896.64"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2017,0,0,"532,200","3,533,300",0,0,0,0,,"532,200","3,533,300",2.248720,"79,454.02","11,967.69"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2018,0,0,"532,200","3,533,300",0,0,0,0,,"532,200","3,533,300",2.236670,"79,028.26","11,903.56"
28-2285,DOUGLAS,28,"TIF 2285 Georgetown Aksarben, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,6349 South Cedar Plaza,"TIF funds used to construct new residential, mult-family 3-story structure consisting of 63 new market-rate apartments above an enlosed parking garage and use remaining portion as green space with covered picnic area with grills.",2019,0,0,"532,200","3,604,700",0,0,0,0,,"532,200","3,604,700",2.251420,"81,156.94","11,982.06"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2012,0,0,"2,300,000",0,0,0,0,0,,"2,300,000",0,2.174480,0.00,"50,013.04"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2013,0,0,"2,300,000",0,0,0,0,0,,"2,300,000",0,2.199740,0.00,"50,594.02"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2014,0,0,"2,300,000","12,983,100",0,0,0,0,,"2,300,000","12,983,100",2.188590,"284,146.83","50,337.57"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2015,0,0,"1,648,900","19,268,200",0,0,0,0,,"1,648,900","19,268,200",2.230390,"429,756.01","36,776.90"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2016,0,0,"1,648,900","19,268,200",0,0,0,0,,"1,648,900","19,268,200",2.235370,"430,715.56","36,859.02"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2017,0,0,"1,648,900","19,919,300",0,0,0,0,,"1,648,900","19,919,300",2.248720,"447,929.28","37,079.14"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2018,0,0,"1,648,900","20,581,100",0,0,0,0,,"1,648,900","20,581,100",2.236670,"460,331.29","36,880.45"
28-2286,DOUGLAS,28,"TIF 2286 2223 Dodge Street, LLC",40909,OMAHA,OMAHA 1,28-0001,00-9000,5,2223 Dodge Street,TIF funds used to convert and rehabiliate the former historic Northern Natural Gas building and adjacent surface parking lots. Convert existing office spaces to 194 market-rate apartment units. The unit mix will consist of one and two-bedroom units; two-thirds will be two-bedroom units.,2019,0,0,"1,648,900","20,581,100",0,0,0,0,,"1,648,900","20,581,100",2.251420,"463,367.00","37,123.66"
28-2287,DOUGLAS,28,TIF 2287 Park School Apartments,40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1320 South 29th St.,"TIF funds used for renovation of historic Park School Apartments, which consists of 24 two-bedroom units and parking",2012,0,0,"419,200",0,0,0,0,0,,"419,200",0,2.174480,0.00,"9,115.42"
28-2287,DOUGLAS,28,TIF 2287 Park School Apartments,40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1320 South 29th St.,"TIF funds used for renovation of historic Park School Apartments, which consists of 24 two-bedroom units and parking",2013,0,0,"419,200",0,0,0,0,0,,"419,200",0,2.199740,0.00,"9,221.31"
28-2287,DOUGLAS,28,TIF 2287 Park School Apartments,40909,OMAHA,OMAHA 1,28-0001,00-9000,5,1320 South 29th St.,"TIF funds used for renovation of historic Park School Apartments, which consists of 24 two-bedroom units and parking",2014,0,0,"419,200","443,100",0,0,0,0,,"419,200","443,100",2.188590,"9,697.64","9,174.57"
