"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2017 TIF Report  certified as of 2-20-2018,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2340,DOUGLAS,28,TIF REDEVELOPMENT 340,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Aksarben Village Zone 5 Phase III
Northeast of Mercy Road and Aksarben Drive, Lot 7, Aksarben Replat 11
Description of Project: Building 2 will consist of a 125,000 sqft, 5-story mixed-use retail and office building containing approximately 18, 000 sq ft of retail/restaurant space, the main entry lobby for the office space and support services on the ground floor. Above the first floor will be four stories of office space at approx 25,000 sq ft each.",2015,0,0,519000,2088900,0,0,0,0,,519000,2088900,2.23039,46590.62,11575.72
28-2340,DOUGLAS,28,TIF REDEVELOPMENT 340,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Aksarben Village Zone 5 Phase III
Northeast of Mercy Road and Aksarben Drive, Lot 7, Aksarben Replat 11
Description of Project: Building 2 will consist of a 125,000 sqft, 5-story mixed-use retail and office building containing approximately 18, 000 sq ft of retail/restaurant space, the main entry lobby for the office space and support services on the ground floor. Above the first floor will be four stories of office space at approx 25,000 sq ft each.",2016,0,0,519000,16956500,0,0,0,0,,519000,16956500,2.23537,379040.51,11601.57
28-2340,DOUGLAS,28,TIF REDEVELOPMENT 340,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Aksarben Village Zone 5 Phase III
Northeast of Mercy Road and Aksarben Drive, Lot 7, Aksarben Replat 11
Description of Project: Building 2 will consist of a 125,000 sqft, 5-story mixed-use retail and office building containing approximately 18, 000 sq ft of retail/restaurant space, the main entry lobby for the office space and support services on the ground floor. Above the first floor will be four stories of office space at approx 25,000 sq ft each.",2017,0,0,519000,16956500,0,0,0,0,,519000,16956500,2.24872,381304.21,11670.86
28-2341,DOUGLAS,28,TIF REDEVELOPMENT 341,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Stephen Center
2723 Q Street
Description of Project: Proposed new construction project replaces the former, aged and inadequate emergency shelter, which was demolished in late 2013. This project contemplates an approx 61,700 sq ft, 3-story building with a partially exposed basement which will comprise 62 units of Permanent Supportive Housing (PSH) - a mix of 1, 2 and 3 bedroom units, one which will be a manager's unit.",2015,0,0,4800,3093000,0,0,0,0,,4800,3093000,2.23039,68985.96,107.06
28-2341,DOUGLAS,28,TIF REDEVELOPMENT 341,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Stephen Center
2723 Q Street
Description of Project: Proposed new construction project replaces the former, aged and inadequate emergency shelter, which was demolished in late 2013. This project contemplates an approx 61,700 sq ft, 3-story building with a partially exposed basement which will comprise 62 units of Permanent Supportive Housing (PSH) - a mix of 1, 2 and 3 bedroom units, one which will be a manager's unit.",2016,0,0,4800,1439500,0,0,0,0,,4800,1439500,2.23537,32178.15,107.3
28-2341,DOUGLAS,28,TIF REDEVELOPMENT 341,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Stephen Center
2723 Q Street
Description of Project: Proposed new construction project replaces the former, aged and inadequate emergency shelter, which was demolished in late 2013. This project contemplates an approx 61,700 sq ft, 3-story building with a partially exposed basement which will comprise 62 units of Permanent Supportive Housing (PSH) - a mix of 1, 2 and 3 bedroom units, one which will be a manager's unit.",2017,0,0,4800,1125200,0,0,0,0,,4800,1125200,2.24872,25302.6,107.94
28-2342,DOUGLAS,28,TIF REDEVELOPMENT 342,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Hotel Omaha by Express
NE Corner 24th & Farnam Streets
Description of Project: Demolition of existing building and land will be cleared and graded. Construction of new hotel with parking, new modern and boutique, 5 story building with 132 large hotel guest rooms, meeting space, covered parking, and ample retail space.",2016,0,0,852000,1552700,0,0,0,0,,852000,1552700,2.23537,34708.59,19045.35
28-2342,DOUGLAS,28,TIF REDEVELOPMENT 342,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Hotel Omaha by Express
NE Corner 24th & Farnam Streets
Description of Project: Demolition of existing building and land will be cleared and graded. Construction of new hotel with parking, new modern and boutique, 5 story building with 132 large hotel guest rooms, meeting space, covered parking, and ample retail space.",2017,0,0,852000,6581300,0,0,0,0,,852000,6581300,2.24872,147995.01,19159.09
28-2343,DOUGLAS,28,TIF REDEVELOPMENT 343,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ekard Court
617 S. 31st Street
Description of Project: Demolition and removal of existing structures, and construction of a new 4 story, multi-family structure which will consist of a mix of one and two-bedroom market rate apartment units. Parking stalls will be provided on site.",2016,0,0,42700,583700,0,0,0,0,,42700,583700,2.23537,13047.85,954.5
28-2343,DOUGLAS,28,TIF REDEVELOPMENT 343,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Ekard Court
617 S. 31st Street
Description of Project: Demolition and removal of existing structures, and construction of a new 4 story, multi-family structure which will consist of a mix of one and two-bedroom market rate apartment units. Parking stalls will be provided on site.",2017,0,0,42700,1872500,0,0,0,0,,42700,1872500,2.24872,42107.28,960.2
28-2344,DOUGLAS,28,TIF REDEVELOPMENT 344,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Security National Bank
35th & Farnam St. 
Description of Project: Demolition of existing bank branch, construction of new 13,000 sq ft building that includes a retail bank branch, an IT operations center, and a community room, the rehabilitation of the existing parking structure, and the addition of 21 diagonal public parking stalls to be located within the expanded right-of-way on north side of Farnam Street.",2016,0,0,365900,2261430,0,0,0,0,,365900,2261430,2.23537,50551.33,8179.22
28-2344,DOUGLAS,28,TIF REDEVELOPMENT 344,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Security National Bank
35th & Farnam St. 
Description of Project: Demolition of existing bank branch, construction of new 13,000 sq ft building that includes a retail bank branch, an IT operations center, and a community room, the rehabilitation of the existing parking structure, and the addition of 21 diagonal public parking stalls to be located within the expanded right-of-way on north side of Farnam Street.",2017,0,0,365900,2298245,0,0,0,0,,365900,2298245,2.24872,51681.09,8228.07
28-2345,DOUGLAS,28,TIF REDEVELOPMENT 345,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Flats on Howard
Howard St location bounded by Landon Court to Dewey Ave between 24th and 22nd Streets
Description of Project: A complete rehabilitation of 12 vacant, deteriorated buildings into 153 market rate apartments with approx. 147 private parking spaces within the Historic Howard Street Apartment District.",2016,234700,180100,1163900,965400,0,0,0,0,,1398600,1145500,2.23537,25606.16,31263.88
28-2345,DOUGLAS,28,TIF REDEVELOPMENT 345,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Flats on Howard
Howard St location bounded by Landon Court to Dewey Ave between 24th and 22nd Streets
Description of Project: A complete rehabilitation of 12 vacant, deteriorated buildings into 153 market rate apartments with approx. 147 private parking spaces within the Historic Howard Street Apartment District.",2017,234700,303800,1163900,4380300,0,0,0,0,,1398600,4684100,2.24872,105332.29,31450.6
28-2346,DOUGLAS,28,TIF REDEVELOPMENT 346,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kounzte Park
1.5 sq mile area generally bounded by Sahler St, Pratt St, and Florence Boulevard and North 24th St
Description of Project: The project contemplates 23 new and rehabilitated homes completed by the end of 2016; as of 2014 - 10 new houses, as of 2015 - 2 new houses and 2 rehabilitated houses, and as of 2016 - 6 new houses and 2 rehabilitated houses.",2015,132300,909100,0,0,0,0,0,0,,132300,909100,2.23039,20276.48,2950.81
28-2346,DOUGLAS,28,TIF REDEVELOPMENT 346,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kounzte Park
1.5 sq mile area generally bounded by Sahler St, Pratt St, and Florence Boulevard and North 24th St
Description of Project: The project contemplates 23 new and rehabilitated homes completed by the end of 2016; as of 2014 - 10 new houses, as of 2015 - 2 new houses and 2 rehabilitated houses, and as of 2016 - 6 new houses and 2 rehabilitated houses.",2016,132300,1714000,0,0,0,0,0,0,,132300,1714000,2.23537,38314.26,2957.39
28-2346,DOUGLAS,28,TIF REDEVELOPMENT 346,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kounzte Park
1.5 sq mile area generally bounded by Sahler St, Pratt St, and Florence Boulevard and North 24th St
Description of Project: The project contemplates 23 new and rehabilitated homes completed by the end of 2016; as of 2014 - 10 new houses, as of 2015 - 2 new houses and 2 rehabilitated houses, and as of 2016 - 6 new houses and 2 rehabilitated houses.",2017,132300,1210500,0,0,0,0,0,0,,132300,1210500,2.24872,27220.75,2975.06
28-2347,DOUGLAS,28,TIF REDEVELOPMENT 347,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rochester Apartments
1015 North 14th St
Description of Project: The transformation of a unique grouping of industrial structures, historically known as the Hay Exchange Building, which are constributing structures to this historic district, into 75 market-rate apartment units and construction of public improvements to North 14th St between Izard and Nicholas Streets inclusive of other public improvements.",2015,0,0,672200,0,0,0,0,0,,672200,0,2.23039,0,14992.68
28-2347,DOUGLAS,28,TIF REDEVELOPMENT 347,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rochester Apartments
1015 North 14th St
Description of Project: The transformation of a unique grouping of industrial structures, historically known as the Hay Exchange Building, which are constributing structures to this historic district, into 75 market-rate apartment units and construction of public improvements to North 14th St between Izard and Nicholas Streets inclusive of other public improvements.",2016,0,0,672200,5214100,0,0,0,0,,672200,5214100,2.23537,116554.43,15026.16
28-2347,DOUGLAS,28,TIF REDEVELOPMENT 347,1/1/15,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rochester Apartments
1015 North 14th St
Description of Project: The transformation of a unique grouping of industrial structures, historically known as the Hay Exchange Building, which are constributing structures to this historic district, into 75 market-rate apartment units and construction of public improvements to North 14th St between Izard and Nicholas Streets inclusive of other public improvements.",2017,0,0,672200,5214100,0,0,0,0,,672200,5214100,2.24872,117250.51,15115.9
28-2348,DOUGLAS,28,TIF REDEVELOPMENT 348,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Blackstone Mixed-Use Development
3824 Farnam St and 401 South 41st Street
Description of Project: Includes 2 development sites. First site is 3824 Farnam proposes to demolish the existing site and site prep for new 4-5 story mixed-use structure; 1-2 stories along Farnam Street. The new structure proposes 51 market-rate apartment units and 4,000 sq ft of commercial space. The second site is located at 401 South 41st Street, proposes the demolition of existing structure and new construction of 4-5 story, 39 market-rate apartment structure.",2016,0,0,390900,319300,0,0,0,0,,390900,319300,2.23537,7137.54,8738.06
28-2348,DOUGLAS,28,TIF REDEVELOPMENT 348,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Blackstone Mixed-Use Development
3824 Farnam St and 401 South 41st Street
Description of Project: Includes 2 development sites. First site is 3824 Farnam proposes to demolish the existing site and site prep for new 4-5 story mixed-use structure; 1-2 stories along Farnam Street. The new structure proposes 51 market-rate apartment units and 4,000 sq ft of commercial space. The second site is located at 401 South 41st Street, proposes the demolition of existing structure and new construction of 4-5 story, 39 market-rate apartment structure.",2017,0,0,390900,2818100,0,0,0,0,,390900,2818100,2.24872,63371.18,8790.25
28-2349,DOUGLAS,28,TIF REDEVELOPMENT 349,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 30 Metropolitan Place Project
5319, 5347, 5343, & 5339 N 30th St and 5330 & 5342 N 29th St
Northeast of 30th and Fort St.
Description of Project: Demolition of former Mr. C's restaurant and construction of a new approx 121,000 sq ft five-story mixed use structure to include 110 affordable low-income housing tax credit apartment units, approx 11,000 sq ft of commercial space, 167 off street parking stalls and additional on-street parking stalls.",2017,0,0,83700,0,0,0,0,0,,83700,0,2.24872,0,1882.18
28-2350,DOUGLAS,28,TIF REDEVELOPMENT 350,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Hotel at Saddle Creek & Dodge
At Saddle Creek & Dodge Streets
Description of Project: Demolish existing structures and clear the site in preparation for a new 5-story hotel. The proposed hotel will have 102 guest rooms with an internal parking structure containing 105 parking spaces.",2016,0,0,325100,0,0,0,0,0,,325100,0,2.23537,0,7267.19
28-2350,DOUGLAS,28,TIF REDEVELOPMENT 350,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Midtown Hotel at Saddle Creek & Dodge
At Saddle Creek & Dodge Streets
Description of Project: Demolish existing structures and clear the site in preparation for a new 5-story hotel. The proposed hotel will have 102 guest rooms with an internal parking structure containing 105 parking spaces.",2017,0,0,325100,134900,0,0,0,0,,325100,134900,2.24872,3033.52,7310.59
28-2351,DOUGLAS,28,TIF REDEVELOPMENT 351,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Ones at 35th & Dodge St. 
111 N. 35th Street and 3412, 3420, and 3424 Dodge St.
Description of Project: Construction of new 4-story apartment building with a lower level underground enclosed climate controlled parking area with 22 stalls. The unit mix in the 38,698 sq ft building includes 24 one bedroom units and 4 two bedroom units. The four existing, deteriorated residential structures will be demolished.
Note: Amended 7-31-2017 changed year to begin from 2016 to 2017.",2017,0,0,58600,0,0,0,0,0,,58600,0,2.24872,0,1317.75
28-2352,DOUGLAS,28,TIF REDEVELOPMENT 352,1/1/16,OMAHA,ELKHORN 10,28-0010,00-9000,5,"Name of Project: Elk Hills Apts Phase II
Corner of Park Road and North Main Street
Description of Project: Demolition of existing residential and industrial structures and the new construction of three 3-story apartment sturctures with 30 units each for a total of 90 units. Parking comprised of 20 detached garages, 30 attached garage spaces consisting of the lower level of building number 3, and 86 surface parking spaces for a total of 136 parking spaces.",2016,0,0,149700,0,0,0,0,0,,149700,0,2.34033,0,3503.47
28-2352,DOUGLAS,28,TIF REDEVELOPMENT 352,1/1/16,OMAHA,ELKHORN 10,28-0010,00-9000,5,"Name of Project: Elk Hills Apts Phase II
Corner of Park Road and North Main Street
Description of Project: Demolition of existing residential and industrial structures and the new construction of three 3-story apartment sturctures with 30 units each for a total of 90 units. Parking comprised of 20 detached garages, 30 attached garage spaces consisting of the lower level of building number 3, and 86 surface parking spaces for a total of 136 parking spaces.",2017,0,0,149700,2698100,0,0,0,0,,149700,2698100,2.35133,63441.23,3519.94
28-2353,DOUGLAS,28,TIF REDEVELOPMENT 353,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Conrad 
Part of Block 11 Coburn Subdivision, bounded by Jones & Leavenworth Streets and 37th & 38th Streets.
Description of Project: Construction of new 3-story, 153-unit multi-family structure in the currently vacant site with intergrated parking, a community clubhouse, outdoor amenities and recreation space. The 3-story structure will be constructed over a 2-level parking garage with 175 parking stalls, 133 stalls on upper level and 42 stalls on the lower level.",2016,0,0,160300,0,0,0,0,0,,160300,0,2.23537,0,3583.3
28-2353,DOUGLAS,28,TIF REDEVELOPMENT 353,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Conrad 
Part of Block 11 Coburn Subdivision, bounded by Jones & Leavenworth Streets and 37th & 38th Streets.
Description of Project: Construction of new 3-story, 153-unit multi-family structure in the currently vacant site with intergrated parking, a community clubhouse, outdoor amenities and recreation space. The 3-story structure will be constructed over a 2-level parking garage with 175 parking stalls, 133 stalls on upper level and 42 stalls on the lower level.",2017,0,0,160300,1554600,0,0,0,0,,160300,1554600,2.24872,34958.6,3604.7
28-2354,DOUGLAS,28,TIF REDEVELOPMENT 354,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1702 Cuming TIF
1702, 1708, and 1714 Cuming Street
Description of Project: Rehabilitation of the commercial building at 1702 Cuming to accommodate two restaurant tenants, while the adjoining parcels to the west at 1708 and 1714 Cuming St will be demolished to provide surface parking.",2016,0,0,316600,0,0,0,0,0,,316600,0,2.23537,0,7077.18
28-2354,DOUGLAS,28,TIF REDEVELOPMENT 354,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 1702 Cuming TIF
1702, 1708, and 1714 Cuming Street
Description of Project: Rehabilitation of the commercial building at 1702 Cuming to accommodate two restaurant tenants, while the adjoining parcels to the west at 1708 and 1714 Cuming St will be demolished to provide surface parking.",2017,0,0,316600,327200,0,0,0,0,,316600,327200,2.24872,7357.81,7119.45
28-2355,DOUGLAS,28,TIF REDEVELOPMENT 355,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 5018 Underwood Ave. Project
5018 Underwood Avenue
Description of Project: Demolition of existing structure and the construction of a new 3-story, mixed-use structure to include ground floor commercial retail space, a medical office on the second floor, six market rate apartments on the third floor, and 15 parking stalls behind the building, accessible via the alley.",2016,0,0,76800,0,0,0,0,0,,76800,0,2.23537,0,1716.76
28-2355,DOUGLAS,28,TIF REDEVELOPMENT 355,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 5018 Underwood Ave. Project
5018 Underwood Avenue
Description of Project: Demolition of existing structure and the construction of a new 3-story, mixed-use structure to include ground floor commercial retail space, a medical office on the second floor, six market rate apartments on the third floor, and 15 parking stalls behind the building, accessible via the alley.",2017,0,0,76800,2968800,0,0,0,0,,76800,2968800,2.24872,66760,1727.02
28-2356,DOUGLAS,28,TIF REDEVELOPMENT 356,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rail and Commerce Bldg
950 S 10th St and the adjacent lot to the west
City Lots Lot 6 Blk 220 and Lot 8 Blk 222
Description of Project: Redevelopment proposes the adaptive reuse of the former Postal Annex Building and conversion into a mix of modern-day commercial office and retail uses. A new mezzanine or lower level floor will be added.",2017,0,0,0,0,287400,12253170,0,0,,287400,12253170,2.24872,275539.48,6462.82
28-2357,DOUGLAS,28,TIF REDEVELOPMENT 357,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: H2.0 Project
2100 Douglas Street
Description of Project: Construction of new 4-story apartment building with a lower level underground endclosed climate control parking area with 22 stalls. The unit mix in the 38,698 sq ft building includes 24 one bedroom units and four two bedroom units. The four exisitng, deteriorated residential structures will be demolished.",2016,0,0,488100,2719500,0,0,0,0,,488100,2719500,2.23537,60790.89,10910.84
28-2357,DOUGLAS,28,TIF REDEVELOPMENT 357,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: H2.0 Project
2100 Douglas Street
Description of Project: Construction of new 4-story apartment building with a lower level underground endclosed climate control parking area with 22 stalls. The unit mix in the 38,698 sq ft building includes 24 one bedroom units and four two bedroom units. The four exisitng, deteriorated residential structures will be demolished.",2017,0,0,488100,7453400,0,0,0,0,,488100,7453400,2.24872,167606.1,10976
28-2358,DOUGLAS,28,TIF REDEVELOPMENT 358,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Sterling Apartments
541 S 24th Street
Description of Project: A complete rehab of older, muli-family structure.",2016,0,0,205500,686400,0,0,0,0,,205500,686400,2.23537,15343.58,4593.69
28-2358,DOUGLAS,28,TIF REDEVELOPMENT 358,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Sterling Apartments
541 S 24th Street
Description of Project: A complete rehab of older, muli-family structure.",2017,0,0,205500,686400,0,0,0,0,,205500,686400,2.24872,15435.21,4621.12
28-2359,DOUGLAS,28,TIF REDEVELOPMENT 359,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 3103 South 24th St. Project
3103 South 24th Street
Description of Project: Adaptive reuse and rehabilitation of the historic building and proposes to convert into 20 apartment units for low-income housing, 3 two-bedroom units, 14 three-bedroom units, and 3 four-bedroom units, as well as a vacated portion of an alley and Spring Street.",2016,0,0,287000,0,0,0,0,0,,287000,0,2.23537,0,6415.51
28-2359,DOUGLAS,28,TIF REDEVELOPMENT 359,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 3103 South 24th St. Project
3103 South 24th Street
Description of Project: Adaptive reuse and rehabilitation of the historic building and proposes to convert into 20 apartment units for low-income housing, 3 two-bedroom units, 14 three-bedroom units, and 3 four-bedroom units, as well as a vacated portion of an alley and Spring Street.",2017,0,0,287000,929800,0,0,0,0,,287000,929800,2.24872,20908.6,6453.83
28-2360,DOUGLAS,28,TIF REDEVELOPMENT 360,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rows on South Hill
1228, 1230 and 1234 South 10th St and 1229 & 1233 South 11th St
Description of Project: Demolition, clearing and grading of site in preparation for up to 36 new town houses. The units will consist of 3-story attached single family units which will contain 2 bed/ 2 baths with 1 and 2 car garage configurations as well as a landscaped central courtyard.",2016,369700,0,0,0,0,0,0,0,,369700,0,2.23537,0,8264.16
28-2360,DOUGLAS,28,TIF REDEVELOPMENT 360,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Rows on South Hill
1228, 1230 and 1234 South 10th St and 1229 & 1233 South 11th St
Description of Project: Demolition, clearing and grading of site in preparation for up to 36 new town houses. The units will consist of 3-story attached single family units which will contain 2 bed/ 2 baths with 1 and 2 car garage configurations as well as a landscaped central courtyard.",2017,369700,0,0,0,0,0,0,0,,369700,0,2.24872,0,8313.52
28-2361,DOUGLAS,28,TIF REDEVELOPMENT 361,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Turner Park & 31 Dodge
3102-3106 Dodge Street and 118 North 31st Street
Description of Project: Plan proposes 66 apartment units when renovation/rehabilitation is complete. The units will be restricted to those at 60% and below the area median income (AMI). It will be a historic renovation/rehabilitation of the Turner Park Residences and the renovation/rehabilitation of the 31 Dodge property directly to the north.",2016,0,0,1100300,0,0,0,0,0,,1100300,0,2.23537,0,24595.78
28-2361,DOUGLAS,28,TIF REDEVELOPMENT 361,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Turner Park & 31 Dodge
3102-3106 Dodge Street and 118 North 31st Street
Description of Project: Plan proposes 66 apartment units when renovation/rehabilitation is complete. The units will be restricted to those at 60% and below the area median income (AMI). It will be a historic renovation/rehabilitation of the Turner Park Residences and the renovation/rehabilitation of the 31 Dodge property directly to the north.",2017,0,0,1100300,0,0,0,0,0,,1100300,0,2.24872,0,24742.67
28-2362,DOUGLAS,28,TIF REDEVELOPMENT 362,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Uptown District
Park Avenue on the east to Dewey St on the north to 33rd St on the south to between Poppleton and Woolworth Streets (site is just south of Poppleton)
Description of Project: Proposed construction of 96 attached, market-rate, for-sale, row houses spread over 11 separate non-contigous site locations.",2017,433100,0,0,0,0,0,0,0,,433100,0,2.24872,0,9739.21
28-2363,DOUGLAS,28,TIF REDEVELOPMENT 363,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kountze Park II 
Ames Avenue, Pratt Street, and Florence Boulevard and North 24th Street
Description of Project: Project contemplates 20 newly constructed, 3-5 bedroom homes completed by the end of 2018.",2017,44400,770800,0,0,0,0,0,0,,44400,770800,2.24872,17333.12,998.43
28-2364,DOUGLAS,28,TIF REDEVELOPMENT 364,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Sycamore Apartments
Northwest of 30th Avenue and Pacific Street, Lot 1 The Sycamore
Description of Project: Redevelopment will consist of a newly constructed, 22 unit, two-story, two-building, multi-family structure. The composition of the sturctures will b a 10 unit apartment building and a 12 unit apartment buildling.",2017,0,0,51700,1092000,0,0,0,0,,51700,1092000,2.24872,24556.02,1162.59
28-2365,DOUGLAS,28,TIF REDEVELOPMENT 365,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fitzgerald Gateway
1624 Cuming St
Description of Project: Rehabilitation and conversion of the Fitzgerald Hotel into 12 one-bedroom apartments.",2017,0,0,140100,107700,0,0,0,0,,140100,107700,2.24872,2421.87,3150.46
28-2366,DOUGLAS,28,TIF REDEVELOPMENT 366,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol District
Lot 2, the Capitol District Replat 1
Description of Project: Development and construction of a full-service hotel containing approx. 335 guest rooms.",2016,0,0,510300,1531100,0,0,0,0,,510300,1531100,2.23537,34225.75,11407.09
28-2366,DOUGLAS,28,TIF REDEVELOPMENT 366,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol District
Lot 2, the Capitol District Replat 1
Description of Project: Development and construction of a full-service hotel containing approx. 335 guest rooms.",2017,0,0,510300,3475900,0,0,0,0,,510300,3475900,2.24872,78163.26,11475.22
28-2367,DOUGLAS,28,TIF REDEVELOPMENT 367,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Home Base
1817 Aksarben Drive
Description of Project: The 1.37 acre project site will consist of a 4-story 70,800 sq ft office building. The first floor of the building will consist of approx. 15,000 sq ft supporting parking for approx. 38 vehicles plus lobby area for the office tenants above. The second, third, and fourth floors will be occupied by office users with the fourth floor currently under lease negotiation with a single tenant.",2016,0,0,356000,0,0,0,0,0,,356000,0,2.23537,0,7957.92
28-2367,DOUGLAS,28,TIF REDEVELOPMENT 367,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: The Home Base
1817 Aksarben Drive
Description of Project: The 1.37 acre project site will consist of a 4-story 70,800 sq ft office building. The first floor of the building will consist of approx. 15,000 sq ft supporting parking for approx. 38 vehicles plus lobby area for the office tenants above. The second, third, and fourth floors will be occupied by office users with the fourth floor currently under lease negotiation with a single tenant.",2017,0,0,356000,6950200,0,0,0,0,,356000,6950200,2.24872,156290.54,8005.44
28-2368,DOUGLAS,28,TIF REDEVELOPMENT 368,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Woolworth Lofts 
1114 Howard Street
Description of Project: Rehabilitation of the upper floors with a mix of 43 one and two bedroom market-rate apartments units, located on floors 3 through 5. Another 14,800 sq ft will be rehabilitated for office space on the second floor, some ground floor rehabilitation and exterior improvements.",2017,0,0,3074200,0,0,0,0,0,,3074200,0,2.24872,0,69130.15
28-2369,DOUGLAS,28,TIF REDEVELOPMENT 369,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kiewit Education, Innovation and Leadership (EIL)
1450 Mike Fahey Street
Description of Project: Construction of a 2-story, 63,000 sq ft education, innovation and leadership facility.",2016,1263000,0,0,0,0,0,0,0,,1263000,0,2.23537,0,28232.72
28-2369,DOUGLAS,28,TIF REDEVELOPMENT 369,1/1/16,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Kiewit Education, Innovation and Leadership (EIL)
1450 Mike Fahey Street
Description of Project: Construction of a 2-story, 63,000 sq ft education, innovation and leadership facility.",2017,1263000,1824600,0,0,0,0,0,0,,1263000,1824600,2.24872,41030.15,28401.33
28-2370,DOUGLAS,28,TIF REDEVELOPMENT 370,1/1/17,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: BD-3 Blackstone
3814, 3809, 3913, and 3921 Farnam St. 
Description of Project: Mixed-use redevelopment project within the Blackstone District through the rehabilitation of 4 separate properties along the Farnam St corridor between 38th and 40th Streets which contemplates the rehabilitation of 10 market-rate apt units and an additional approx 12,892 sq ft of retail commercial space.",2017,50200,59500,868200,719400,0,0,0,0,,918400,778900,2.24872,17515.28,20652.24
