"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2009,10000,0,0,0,0,0,0,0,,10000,0,2.13427,0,213.43
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2010,10000,0,0,0,0,0,0,0,,10000,0,2.17816,0,217.82
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2011,0,0,42800,4549000,0,0,0,0,,42800,4549000,2.17798,99076.31,932.18
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2012,0,0,42800,4549000,0,0,0,0,,42800,4549000,2.17448,98917.1,930.68
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2013,0,0,42800,4549000,0,0,0,0,,42800,4549000,2.19974,100066.17,941.49
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2014,0,0,42800,4549000,0,0,0,0,,42800,4549000,2.18859,99558.96,936.72
28-2244,DOUGLAS,28,TIF REDEVELOPMENT 244,6/2/09,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Help the Homeless of the Metro, LLC
No project plan received from City",2015,0,0,42800,3167400,0,0,0,0,,42800,3167400,2.23039,70645.37,954.61
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2008,433100,0,0,0,0,0,0,0,,433100,0,2.05498,0,8900.12
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2009,433100,13600,0,0,0,0,0,0,,433100,13600,2.13427,290.26,9243.52
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2010,433100,2854900,0,0,0,0,0,0,,433100,2854900,2.17816,62184.29,9433.61
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2011,433100,2854900,0,0,0,0,0,0,,433100,2854900,2.17798,62179.13,9432.83
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2012,159200,2854900,0,0,0,0,0,0,,159200,2854900,2.17448,62079.23,3461.77
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2013,151900,2517900,0,0,0,0,0,0,,151900,2517900,2.19974,55387.24,3341.41
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2014,151900,2680200,0,0,0,0,0,0,,151900,2680200,2.18859,58658.58,3324.47
28-2245,DOUGLAS,28,TIF REDEVELOPMENT 245,1/1/07,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Courtland Place No. 2
12th & Leavenworth
Description: TIF funds used for the contnued redevelopment of project site with construction of 29 additional rowhouses.",2015,159200,2680200,0,0,0,0,0,0,,159200,2680200,2.23039,59778.93,3550.78
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2009,0,0,2446700,0,0,0,0,0,,2446700,0,2.13427,0,52219.18
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2010,0,0,2446700,3368800,0,0,0,0,,2446700,3368800,2.17816,73377.85,53293.04
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2011,0,0,2446700,72983200,0,0,0,0,,2446700,72983200,2.17798,1589559.49,53288.64
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2012,0,0,2446700,72983200,0,0,0,0,,2446700,72983200,2.17448,1587005.09,53203
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2013,0,0,2446700,72983200,0,0,0,0,,2446700,72983200,2.19974,1605440.64,53821.04
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2014,0,0,2446700,72983200,0,0,0,0,,2446700,72983200,2.18859,1597303.01,53548.23
28-2246,DOUGLAS,28,TIF REDEVELOPMENT 246,12/9/08,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Quad Tech, LLC (Blue Cross Blue Shield Headquarters Office Building
1919 Aksarben Drive
Description: TIF funds used for the acquisition, rehabilitation and design for the office headquarters and parking garage. This 10.3 acre tract will develop 315,000 sq ft of new corportate office building.",2015,0,0,2446700,78664400,0,0,0,0,,2446700,78664400,2.23039,1754522.9,54570.95
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2009,0,0,815000,163100,0,0,0,0,,815000,163100,2.13427,3480.99,17394.3
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2010,0,0,815000,163100,0,0,0,0,,815000,163100,2.17816,3552.58,17752
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2011,0,0,815000,226100,0,0,0,0,,815000,226100,2.17798,4924.41,17750.54
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2012,0,0,815000,3035000,0,0,0,0,,815000,3035000,2.17448,65995.47,17722.01
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2013,0,0,815000,3035000,0,0,0,0,,815000,3035000,2.19974,66762.11,17927.88
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2014,0,0,815000,3035000,0,0,0,0,,815000,3035000,2.18859,66423.71,17837.01
28-2247,DOUGLAS,28,TIF REDEVELOPMENT 247,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Gahm's Block, LLC
1202 Howard Street
Description: TIF funds used for the conversion and rehabilitation of the upper floors 2-6 of the building into market-rate aprtments and continue commercial uses currently in place on the main floor.",2015,0,0,815000,3035000,0,0,0,0,,815000,3035000,2.23039,67692.34,18177.68
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2009,4342200,0,0,0,0,0,0,0,,4342200,0,2.13427,0,92674.27
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2010,142800,1296600,291400,67600,0,0,0,0,,434200,1364200,2.17816,29714.46,9457.57
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2011,142800,1322400,291400,1128300,0,0,0,0,,434200,2450700,2.17798,53375.75,9456.79
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2012,417800,2693400,16400,800,0,0,0,0,,434200,2694200,2.17448,58584.85,9441.59
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2013,417800,4081800,16400,800,0,0,0,0,,434200,4082600,2.19974,89806.59,9551.27
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2014,434200,4129200,0,0,0,0,0,0,,434200,4129200,2.18859,90371.3,9502.86
28-2248,DOUGLAS,28,TIF REDEVELOPMENT 248,3/24/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Fores Hills Properties, LLC (The Dunsany)
1113 South 10th Street
Description: TIF funds used to rehabilitate and convert ""The Dunsany"" a historic apartment building into 18 residential condos and 1 retail condominium for a total of approximately 23,400 sq ft of sellable retail space.",2015,434200,4129200,0,0,0,0,0,0,,434200,4129200,2.23039,92097.3,9684.35
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2009,0,0,550100,0,0,0,0,0,,550100,0,2.13427,0,11740.62
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2010,0,0,550100,1007700,0,0,0,0,,550100,1007700,2.17816,21949.32,11982.06
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2011,0,0,550100,12255400,0,0,0,0,,550100,12255400,2.17798,266920.16,11981.07
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2012,0,0,550100,12255400,0,0,0,0,,550100,12255400,2.17448,266491.22,11961.81
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2013,0,0,550100,12588800,0,0,0,0,,550100,12588800,2.19974,276920.87,12100.77
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2014,0,0,550100,12920400,0,0,0,0,,550100,12920400,2.18859,282774.58,12039.43
28-2249,DOUGLAS,28,TIF REDEVELOPMENT 249,1/13/09,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Zone 5, LLC Phase 11 
Aksarben Village Northeast of 67th and Center Streets 
Description: TIF funds used for midtown mixed-used development and entertainment center containing 91,054 sq ft.",2015,0,0,550100,15268300,0,0,0,0,,550100,15268300,2.23039,340542.63,12269.38
28-2250,DOUGLAS,28,TIF REDEVELOPMENT 250,1/1/12,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Bluestone Developments
Approx. 37,417 sq. ft. of Lot 9 Union Pacific Place, location at corner of 13th and Cuming St. 
Description: TIF funds for site remediation, renovation, redevelopment and construction of 4-story loft building with 1st floor retail, 2nd floor office, and 3rd & 4th floors studio apartments and related improvements.",2012,0,0,374200,3024900,0,0,0,0,,374200,3024900,2.17448,65775.84,8136.9
28-2250,DOUGLAS,28,TIF REDEVELOPMENT 250,1/1/12,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Bluestone Developments
Approx. 37,417 sq. ft. of Lot 9 Union Pacific Place, location at corner of 13th and Cuming St. 
Description: TIF funds for site remediation, renovation, redevelopment and construction of 4-story loft building with 1st floor retail, 2nd floor office, and 3rd & 4th floors studio apartments and related improvements.",2013,0,0,374200,3198000,0,0,0,0,,374200,3198000,2.19974,70347.68,8231.43
28-2250,DOUGLAS,28,TIF REDEVELOPMENT 250,1/1/12,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Bluestone Developments
Approx. 37,417 sq. ft. of Lot 9 Union Pacific Place, location at corner of 13th and Cuming St. 
Description: TIF funds for site remediation, renovation, redevelopment and construction of 4-story loft building with 1st floor retail, 2nd floor office, and 3rd & 4th floors studio apartments and related improvements.",2014,0,0,374200,3663900,0,0,0,0,,374200,3663900,2.18859,80187.75,8189.7
28-2250,DOUGLAS,28,TIF REDEVELOPMENT 250,1/1/12,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Bluestone Developments
Approx. 37,417 sq. ft. of Lot 9 Union Pacific Place, location at corner of 13th and Cuming St. 
Description: TIF funds for site remediation, renovation, redevelopment and construction of 4-story loft building with 1st floor retail, 2nd floor office, and 3rd & 4th floors studio apartments and related improvements.",2015,0,0,374200,3951500,0,0,0,0,,374200,3951500,2.23039,88133.87,8346.12
28-2251,DOUGLAS,28,TIF REDEVELOPMENT 251,1/1/13,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: OMAR-5, LLC
Lot 1 Walnut Hill Replat 6, 4383 Nicholas St.
Description of Project: TIF funds for rehabilitation and conversion of Omar Baking Company Bldg into campus complex of office and warehouse suites with limited shared services, common areas and facilities.",2013,0,0,299500,235300,0,0,0,0,,299500,235300,2.19974,5175.99,6588.22
28-2251,DOUGLAS,28,TIF REDEVELOPMENT 251,1/1/13,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: OMAR-5, LLC
Lot 1 Walnut Hill Replat 6, 4383 Nicholas St.
Description of Project: TIF funds for rehabilitation and conversion of Omar Baking Company Bldg into campus complex of office and warehouse suites with limited shared services, common areas and facilities.",2014,0,0,271500,332600,0,0,0,0,,271500,332600,2.18859,7279.25,5942.02
28-2251,DOUGLAS,28,TIF REDEVELOPMENT 251,1/1/13,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: OMAR-5, LLC
Lot 1 Walnut Hill Replat 6, 4383 Nicholas St.
Description of Project: TIF funds for rehabilitation and conversion of Omar Baking Company Bldg into campus complex of office and warehouse suites with limited shared services, common areas and facilities.",2015,0,0,0,0,271500,332600,0,0,,271500,332600,2.23039,7418.28,6055.51
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2010,0,0,0,0,396000,0,0,0,,396000,0,2.17816,0,8625.51
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2011,449600,0,0,0,0,0,0,0,,449600,0,2.17798,0,9792.2
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2012,85100,0,0,0,0,0,0,0,,85100,0,2.17448,0,1850.48
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2013,449600,2628500,0,0,0,0,0,0,,449600,2628500,2.19974,57820.12,9890.03
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2014,449600,2628500,0,0,0,0,0,0,,449600,2628500,2.18859,57527.08,9839.9
28-2252,DOUGLAS,28,TIF REDEVELOPMENT 252,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: TBF Company, LLC Southern Valley Townhomes
Lots 3 through 12 Block 13 Brown Park and Lots 2 through 24 Block 16 Brown Park; Parcels were replatted; located between 17th and 18th Q and S Streets.
Description: Acquisition, demolition, redevelopment and expansion of a project area for creation of a new housing subdivision Southern Valley Townhomes.",2015,449600,2628500,0,0,0,0,0,0,,449600,2628500,2.23039,58625.79,10027.83
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2010,0,0,636800,0,0,0,0,0,,636800,0,2.17816,0,13870.52
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2011,0,0,636800,735700,0,0,0,0,,636800,735700,2.17798,16023.4,13869.38
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2012,0,0,636800,2869000,0,0,0,0,,636800,2869000,2.17448,62385.83,13847.09
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2013,0,0,636800,4914100,0,0,0,0,,636800,4914100,2.19974,108097.42,14007.94
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2014,0,0,636800,4914100,0,0,0,0,,636800,4914100,2.18859,107549.5,13936.94
28-2254,DOUGLAS,28,TIF REDEVELOPMENT 254,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: Capitol Rows, LLC
Lot 2 Reeds Capitol Addition; located between 22nd and 24th Streets and Chicago to Davenport Streets
Description: Redevelopment of area between 22nd to 24th Streets and Chicago to Davenport Streets for 82 residential, multi-family units and a commerical bay.",2015,0,0,636800,4627600,0,0,0,0,,636800,4627600,2.23039,103213.53,14203.12
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2010,0,0,0,0,602900,0,0,0,,602900,0,2.17816,0,13132.13
28-2255,DOUGLAS,28,TIF REDEVELOPMENT 255,1/1/10,OMAHA,OMAHA 1,28-0001,00-9000,5,"Name of Project: 828 South 17th St, LLC
Pt Vac 16st & Vac 17st & alley adj except PT for ST; Pt Lot 6 except for ST; Lots 7 & 8 except 10ft; Lots 9 & 10; Irreg N Pt LT 11 Block 7; Irreg SE Pt Lot 11 & S Pt Lot 12 & All Lot 13 & SE Pt Lot 14 & All Lots 15 through 20 & Nthly Pt Lots 21 & 22 Kountz & Ruths Additions
Parcel #3249-0006-15
Description: Provide for plant expansion and remodel of an existing building that will increase manufacturing capacity of current tenant and keep up with increasing sales demands.",2011,0,0,0,0,602900,1070400,0,0,,602900,1070400,2.17798,23313.1,13131.04
