"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2014 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
34-8782,GAGE,34,TIF AIRPORT PROJECT,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Airport Authority (Tractor Supply, Husqvarna)
Lots 5-10, Beatrice Air Park 1st Subdivision & Lot 1, Beatrice Air Park 2nd Addition
Description: Street, water, sewer infrastructure and site improvements for commercial and industrial development.",2014,0.00,0.00,"71,405.00","1,295,185.00","176,305.00","12,844,120.00",0.00,0.00,,"247,710.00","14,139,305.00",2.018927,"285,462.24","5,001.08"
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2004,0.00,0.00,360.00,"27,690.00",0.00,0.00,0.00,0.00,,360.00,"27,690.00",2.001224,554.14,7.20
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2005,"7,525.00","589,625.00",0.00,0.00,0.00,0.00,0.00,0.00,,"7,525.00","589,625.00",1.993815,"11,756.02",150.03
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2006,"6,615.00","922,885.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","922,885.00",1.955657,"18,048.48",129.37
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2007,"6,615.00","1,067,010.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,067,010.00",2.063393,"22,016.62",136.49
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2008,"6,615.00","1,365,475.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,365,475.00",2.049294,"27,982.58",135.56
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2009,"6,615.00","1,381,455.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,381,455.00",2.048582,"28,300.26",135.51
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2010,"6,615.00","1,391,170.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,391,170.00",2.069272,"28,787.12",136.88
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2011,"6,615.00","1,391,170.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,391,170.00",2.071625,"28,819.84",137.04
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2012,"6,615.00","1,391,170.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,391,170.00",2.072314,"28,829.42",137.08
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2013,"6,615.00","1,412,615.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,412,615.00",2.042235,"28,848.90",135.09
34-8783,GAGE,34,TIF E-6 INVESTMENTS 1ST,6/16/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments (Craig Willoughby)
W 40' of Lots 1-3 & E 40' of Lots 8-10 & all vac alley adj to Block 33, Glenover Addition
Description: TIF funds used to construct public streets, curbs and gutters, sanitary sewer and water mains for the development of residential single family homes. This project is part of 7 projects within E-6 Investments who will construct 11 single family homes.",2014,"6,615.00","1,412,615.00",0.00,0.00,0.00,0.00,0.00,0.00,,"6,615.00","1,412,615.00",2.018927,"28,519.66",133.55
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2005,"3,430.00","121,580.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","121,580.00",1.993815,"2,424.08",68.39
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2006,"3,430.00","121,580.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","121,580.00",1.955657,"2,377.68",67.08
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2007,"3,430.00","245,665.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","245,665.00",2.063393,"5,069.02",70.77
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2008,"3,430.00","310,370.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","310,370.00",2.049294,"6,360.40",70.29
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2009,"3,430.00","514,975.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","514,975.00",2.048582,"10,549.68",70.27
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2010,"3,430.00","586,575.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,430.00","586,575.00",2.069272,"12,137.84",70.98
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2011,"3,860.00","749,730.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,860.00","749,730.00",2.071625,"15,531.60",79.96
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2012,"3,860.00","749,730.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,860.00","749,730.00",2.072314,"15,536.78",79.99
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2013,"3,860.00","750,230.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,860.00","750,230.00",2.042235,"15,321.44",78.83
34-8784,GAGE,34,TIF E-6 INVESTMENTS 2ND,5/4/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments H, Inc
Lots 1-9, Block 42, Evan's First Additiion
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2014,"3,860.00","750,230.00",0.00,0.00,0.00,0.00,0.00,0.00,,"3,860.00","750,230.00",2.018927,"15,146.62",77.93
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2005,"3,817,335.00","804,830.00","1,295,260.00",0.00,0.00,0.00,0.00,0.00,,"5,112,595.00","804,830.00",2.413632,"19,425.64","123,399.23"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2006,"3,791,535.00","848,385.00","1,284,160.00",0.00,0.00,0.00,0.00,0.00,,"5,075,695.00","848,385.00",2.731571,"23,174.28","138,646.21"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2007,"3,789,030.00","860,440.00","1,229,790.00",0.00,0.00,0.00,0.00,0.00,,"5,018,820.00","860,440.00",2.862817,"24,632.80","143,679.63"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2008,"3,777,005.00","936,065.00","1,229,790.00","18,460.00",0.00,0.00,0.00,0.00,,"5,006,795.00","954,525.00",2.751113,"26,259.98","137,742.59"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2009,"3,777,005.00","938,270.00","1,229,740.00","18,305.00",0.00,0.00,0.00,0.00,,"5,006,745.00","956,575.00",2.642655,"25,278.98","132,311.00"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2010,"3,627,540.00","507,080.00","1,229,740.00","18,305.00",0.00,0.00,0.00,0.00,,"4,857,280.00","525,385.00",2.659271,"13,971.34","129,168.24"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2011,"3,547,090.00","446,870.00","1,214,525.00","25,925.00",0.00,0.00,0.00,0.00,,"4,761,615.00","472,795.00",2.766446,"13,079.62","131,727.51"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2012,"3,530,240.00","459,645.00","1,205,295.00","38,710.00",0.00,0.00,0.00,0.00,,"4,735,535.00","498,355.00",2.783357,"13,871.10","131,806.84"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2013,"3,421,080.00","432,385.00","1,201,785.00","100,490.00",0.00,0.00,0.00,0.00,,"4,622,865.00","532,875.00",2.638205,"14,058.42","121,960.66"
34-8786,GAGE,34,TIF WYMORE REDEVLP PROJ,1/1/2005,WYMORE,SOUTHERN 1,34-0001,,3,City did not submit plan after yearly notification.,2014,"3,415,320.00","432,385.00","1,178,535.00","100,490.00",0.00,0.00,0.00,0.00,,"4,593,855.00","532,875.00",2.500716,"13,325.70","114,879.27"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2006,0.00,0.00,"152,900.00",0.00,0.00,0.00,0.00,0.00,,"152,900.00",0.00,1.955657,0.00,"2,990.20"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2007,0.00,0.00,"152,900.00","162,455.00",0.00,0.00,0.00,0.00,,"152,900.00","162,455.00",2.063393,"3,352.08","3,154.93"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2008,0.00,0.00,"152,900.00","348,835.00",0.00,0.00,0.00,0.00,,"152,900.00","348,835.00",2.049294,"7,148.66","3,133.37"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2009,0.00,0.00,"152,900.00","348,835.00",0.00,0.00,0.00,0.00,,"152,900.00","348,835.00",2.048582,"7,146.16","3,132.28"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2010,0.00,0.00,"152,900.00","316,805.00",0.00,0.00,0.00,0.00,,"152,900.00","316,805.00",2.069272,"6,555.56","3,163.92"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2011,0.00,0.00,"152,900.00","316,805.00",0.00,0.00,0.00,0.00,,"152,900.00","316,805.00",2.071625,"6,563.02","3,167.51"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2012,0.00,0.00,"152,900.00","316,805.00",0.00,0.00,0.00,0.00,,"152,900.00","316,805.00",2.072314,"6,565.20","3,168.57"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2013,0.00,0.00,"152,900.00","316,805.00",0.00,0.00,0.00,0.00,,"152,900.00","316,805.00",2.042235,"6,469.90","3,122.58"
34-8787,GAGE,34,TIF BESSEGGER,5/4/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project:Toby and Teresa Bissegger
Lots 2-3, First Subdivision, and Lots 12-13, I.N. McConnell Subdvision
Description: TIF funds used for relocation of the city sanitary sewer, construction of a parking lot and water and sewer services to serve the construction of a 5,000 sq ft office building into 4 offices with parking.",2014,0.00,0.00,"152,900.00","316,805.00",0.00,0.00,0.00,0.00,,"152,900.00","316,805.00",2.018927,"6,396.06","3,086.94"
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2006,"48,100.00","33,925.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","33,925.00",1.955657,663.46,940.67
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2007,"48,100.00","296,135.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","296,135.00",2.063393,"6,110.42",992.49
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2008,"48,100.00","620,555.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","620,555.00",2.049294,"12,717.02",985.71
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2009,"48,100.00","761,945.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","761,945.00",2.048582,"15,609.04",985.37
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2010,"48,100.00","930,150.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","930,150.00",2.069272,"19,247.32",995.32
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2011,"48,100.00","930,150.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","930,150.00",2.071625,"19,269.20",996.45
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2012,"48,100.00","925,145.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","925,145.00",2.072314,"19,171.90",996.78
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2013,"48,100.00","1,096,485.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","1,096,485.00",2.042235,"22,392.78",982.32
34-8788,GAGE,34,TIF EVANS ADD & ZASTERA,8/17/2004,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: E-6 Investments 
Lots 11-20, Block 41. Glenover Addition 
Description: TIF funds used for preparation and grading of the property and the installation of paved streets with curb and gutters, water and sanitary sewer services, landscpaing and other required site improvements for the construction of 10 single-family dwellings.",2014,"48,100.00","1,111,765.00",0.00,0.00,0.00,0.00,0.00,0.00,,"48,100.00","1,111,765.00",2.018927,"22,445.72",971.10
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landscaping and other required site improvements for the cosntruction of a plant that could produce as much as 30-50 million gallons of B-100 BioDiesel fuel annually and as a bi-product would produce 25,000 tons of a pharmaceutical grade glycerin.",2006,0.00,0.00,0.00,0.00,"20,015.00",0.00,0.00,0.00,,"20,015.00",0.00,1.955657,0.00,391.42
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landscaping and other required site improvements for the cosntruction of a plant that could produce as much as 30-50 million gallons of B-100 BioDiesel fuel annually and as a bi-product would produce 25,000 tons of a pharmaceutical grade glycerin.",2007,0.00,0.00,0.00,0.00,"20,015.00","1,936,635.00",0.00,0.00,,"20,015.00","1,936,635.00",2.063393,"39,960.40",412.99
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landscaping and other required site improvements for the cosntruction of a plant that could produce as much as 30-50 million gallons of B-100 BioDiesel fuel annually and as a bi-product would produce 25,000 tons of a pharmaceutical grade glycerin.",2008,0.00,0.00,0.00,0.00,"20,015.00","21,938,310.00",0.00,0.00,,"20,015.00","21,938,310.00",2.049294,"449,580.48",410.17
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landscaping and other required site improvements for the cosntruction of a plant that could produce as much as 30-50 million gallons of B-100 BioDiesel fuel annually and as a bi-product would produce 25,000 tons of a pharmaceutical grade glycerin.",2009,0.00,0.00,0.00,0.00,"20,015.00","21,938,310.00",0.00,0.00,,"20,015.00","21,938,310.00",2.048582,"449,424.26",410.02
34-8789,GAGE,34,TIF BEATRICE BIODIESEL LLC,6/1/2006,BEATRICE,BEATRICE 15,34-0015,,3,"Name of Project: Beatrice BioDiesel, LLC
Lots 29-37, Gage County Industrial Park, 1st Subdivision
Description: TIF funds used for preparation and grading of the property and the intallation of paved streets, water, sewer and storm sewer services, landscaping and other required site improvements for the cosntruction of a plant that could produce as much as 30-50 million gallons of B-100 BioDiesel fuel annually and as a bi-product would produce 25,000 tons of a pharmaceutical grade glycerin.",2010,0.00,0.00,0.00,0.00,"20,015.00","21,938,310.00",0.00,0.00,,"20,015.00","21,938,310.00",2.069272,"453,963.30",414.16
