"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2010 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
45-8614,HOLT,45,TIF OSBORNE STEEL PROJECT,3/28/2005,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Osborne Steel & Supply, Inc
A tract of land located in the NW1/4 of Section 4, Township 29 North, Range 14 West of the 6th P.M.
Description: TIF funds used for infrastructure and redevelopment of the real estate improvements for use as a manufacturing facility.",2008,0,0,0,0,"5,615","1,306,160",0,0,,"5,615","1,306,160",2.138688,"27,934.68",120.09
45-8614,HOLT,45,TIF OSBORNE STEEL PROJECT,3/28/2005,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Osborne Steel & Supply, Inc
A tract of land located in the NW1/4 of Section 4, Township 29 North, Range 14 West of the 6th P.M.
Description: TIF funds used for infrastructure and redevelopment of the real estate improvements for use as a manufacturing facility.",2009,0,0,0,0,"5,615","1,306,160",0,0,,"5,615","1,306,160",1.938142,"25,315.24",108.83
45-8614,HOLT,45,TIF OSBORNE STEEL PROJECT,3/28/2005,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Osborne Steel & Supply, Inc
A tract of land located in the NW1/4 of Section 4, Township 29 North, Range 14 West of the 6th P.M.
Description: TIF funds used for infrastructure and redevelopment of the real estate improvements for use as a manufacturing facility.",2010,0,0,0,0,"5,615","1,306,160",0,0,,"5,615","1,306,160",1.863497,"24,340.26",104.64
45-8615,HOLT,45,TIF NEDAC ETHANOL LLC,6/4/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: NEDAK Ethanol, LLC A tract of land in Section 4, T29N, R14W Description: TIF funds used for the necessary receiving, storage, processing, pollution control, waste handling and shipping buildings and ancilliary facilities sufficient to produce, from corn or other feed stock, approximately 44 million gallons of ethanol annually.",2007,0,0,0,0,"53,365","172,660",0,0,,"53,365","172,660",2.097913,"3,622.26","1,119.55"
45-8615,HOLT,45,TIF NEDAC ETHANOL LLC,6/4/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: NEDAK Ethanol, LLC A tract of land in Section 4, T29N, R14W Description: TIF funds used for the necessary receiving, storage, processing, pollution control, waste handling and shipping buildings and ancilliary facilities sufficient to produce, from corn or other feed stock, approximately 44 million gallons of ethanol annually.",2008,0,0,0,0,"53,365","1,422,715",0,0,,"53,365","1,422,715",2.138688,"30,427.44","1,141.31"
45-8615,HOLT,45,TIF NEDAC ETHANOL LLC,6/4/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: NEDAK Ethanol, LLC A tract of land in Section 4, T29N, R14W Description: TIF funds used for the necessary receiving, storage, processing, pollution control, waste handling and shipping buildings and ancilliary facilities sufficient to produce, from corn or other feed stock, approximately 44 million gallons of ethanol annually.",2009,0,0,0,0,"53,365","30,995,395",0,0,,"53,365","30,995,395",1.938142,"600,734.76","1,034.29"
45-8615,HOLT,45,TIF NEDAC ETHANOL LLC,6/4/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: NEDAK Ethanol, LLC A tract of land in Section 4, T29N, R14W Description: TIF funds used for the necessary receiving, storage, processing, pollution control, waste handling and shipping buildings and ancilliary facilities sufficient to produce, from corn or other feed stock, approximately 44 million gallons of ethanol annually.",2010,0,0,0,0,"53,365","30,995,395",0,0,,"53,365","30,995,395",1.863497,"577,598.26",994.46
45-8616,HOLT,45,TIF TRIPLE R TIRE,3/6/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Triple R Tire ( Bruce Rossman and Shirley Rossman) A tract of land on Lot 2, Rothland Farms Addition Description: TIF funds used for the acquisition, construction, improving and equipping of a retail tire center.",2007,0,0,"3,750","145,620",0,0,0,0,,"3,750","145,620",2.121787,"3,089.74",79.57
45-8616,HOLT,45,TIF TRIPLE R TIRE,3/6/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Triple R Tire ( Bruce Rossman and Shirley Rossman) A tract of land on Lot 2, Rothland Farms Addition Description: TIF funds used for the acquisition, construction, improving and equipping of a retail tire center.",2008,0,0,"3,750","145,620",0,0,0,0,,"3,750","145,620",2.163137,"3,149.96",81.12
45-8616,HOLT,45,TIF TRIPLE R TIRE,3/6/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Triple R Tire ( Bruce Rossman and Shirley Rossman) A tract of land on Lot 2, Rothland Farms Addition Description: TIF funds used for the acquisition, construction, improving and equipping of a retail tire center.",2009,0,0,"3,750","145,620",0,0,0,0,,"3,750","145,620",1.962635,"2,857.98",73.60
45-8616,HOLT,45,TIF TRIPLE R TIRE,3/6/2007,ATKINSON,WEST HOLT 239,45-0239,,3,"Name of Project: Triple R Tire ( Bruce Rossman and Shirley Rossman) A tract of land on Lot 2, Rothland Farms Addition Description: TIF funds used for the acquisition, construction, improving and equipping of a retail tire center.",2010,0,0,"3,750","145,620",0,0,0,0,,"3,750","145,620",1.863497,"2,713.62",69.88
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2000,0,0,"64,665","10,995",0,0,0,0,,"64,665","10,995",2.3221,255.31,"1,501.59"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2001,0,0,"63,735","67,875",0,0,0,0,,"63,735","67,875",2.26799,"1,539.40","1,445.50"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2002,0,0,"63,735","85,850",0,0,0,0,,"63,735","85,850",2.23947,"1,922.58","1,427.33"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2003,0,0,"63,735","85,850",0,0,0,0,,"63,735","85,850",2.30124,"1,975.61","1,466.70"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2004,0,0,"63,735","85,850",0,0,0,0,,"63,735","85,850",2.40486,"2,064.57","1,532.74"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2005,0,0,"63,735","85,850",0,0,0,0,,"63,735","85,850",2.415665,"2,073.84","1,539.62"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2006,0,0,"63,735","85,850",0,0,0,0,,"63,735","85,850",2.337582,"2,006.82","1,489.86"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2007,0,0,"63,735","73,595",0,0,0,0,,"63,735","73,595",2.358091,"1,735.44","1,502.93"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2008,0,0,"63,735","73,595",0,0,0,0,,"63,735","73,595",2.308751,"1,699.12","1,471.48"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2009,0,0,"63,735","73,595",0,0,0,0,,"63,735","73,595",2.243658,"1,651.22","1,430.00"
45-8621,HOLT,45,TIF ADAMSON PROJECT,6/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Adamson Distributing, Inc.
Lots 45,47 & 48, W.D. Kipple Third Plat  of a part of Outlot ""A"".
Description: Rehabilitation to the real estate by adding a 7,200 sq ft addition to the existing distribution/warehouse facility on the real estate.",2010,0,0,"63,735","98,355",0,0,0,0,,"63,735","98,355",2.261881,"2,224.68","1,441.61"
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2000,"24,710",0,0,0,0,0,0,0,,"24,710",0,2.3221,0.00,573.79
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2001,"23,930","642,340",0,0,0,0,0,0,,"23,930","642,340",2.26799,"14,568.21",542.73
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2002,"23,930","642,350",0,0,0,0,0,0,,"23,930","642,350",2.23947,"14,385.24",535.91
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2003,"23,930","642,350",0,0,0,0,0,0,,"23,930","642,350",2.30124,"14,782.02",550.69
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2004,"23,930","642,350",0,0,0,0,0,0,,"23,930","642,350",2.40486,"15,447.62",575.48
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2005,0,0,"23,930","642,350",0,0,0,0,,"23,930","642,350",2.415665,"15,517.02",578.07
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2006,0,0,"23,930","554,325",0,0,0,0,,"23,930","554,325",2.337582,"12,957.80",559.38
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2007,0,0,"23,930","447,765",0,0,0,0,,"23,930","447,765",2.358091,"10,558.72",564.29
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2008,0,0,"23,930","447,765",0,0,0,0,,"23,930","447,765",2.308751,"10,337.78",552.48
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2009,0,0,"23,930","447,765",0,0,0,0,,"23,930","447,765",2.243658,"10,046.32",536.91
45-8631,HOLT,45,TIF CHURCH ST PROJECT,11/26/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Church Street Area Redevelopment
All of Blocks A, B, C & D, Church Subdivision
Description: TIF funds used for the engineering, easement acquisition, installation and financing by the City of O""Neill for paving, curb, gutter and storm sewer in the Church Addition for the construction of eight duplexes for low to moderate income families.",2010,0,0,"23,930","447,765",0,0,0,0,,"23,930","447,765",2.261881,"10,127.92",541.27
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2000,0,0,"142,100",0,0,0,0,0,,"142,100",0,2.3221,0.00,"3,299.70"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2001,0,0,"33,285",0,0,0,0,0,,"33,285",0,2.26799,0.00,754.90
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2002,0,0,"142,100","1,725,755",0,0,0,0,,"142,100","1,725,755",2.23947,"38,647.77","3,182.29"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2003,0,0,"142,100","1,725,755",0,0,0,0,,"142,100","1,725,755",2.30124,"39,713.76","3,270.06"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2004,0,0,"142,100","1,725,755",0,0,0,0,,"142,100","1,725,755",2.40486,"41,501.99","3,417.31"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2005,0,0,"142,100","1,725,755",0,0,0,0,,"142,100","1,725,755",2.415665,"41,688.46","3,432.66"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2006,0,0,"142,100","1,725,755",0,0,0,0,,"142,100","1,725,755",2.337582,"40,340.94","3,321.70"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2007,0,0,"142,100","1,594,930",0,0,0,0,,"142,100","1,594,930",2.358091,"37,609.90","3,350.85"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2008,0,0,"94,555","1,627,100",0,0,0,0,,"94,555","1,627,100",2.308751,"37,565.68","2,183.04"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2009,0,0,"94,555","1,627,100",0,0,0,0,,"94,555","1,627,100",2.243658,"36,506.56","2,121.49"
45-8641,HOLT,45,TIF MNS PROJECT,11/6/2000,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holiday Inn Express
Lot 1,  R.J. Subdivision
Description: TIF funds used for land acquisition and demolition of existing motel due to absolescence and condition of premises. TIF funds will also be utilized to assist developer in the construction of the new structure which will include meeting rooms and an indoor pool, both of which would be new to the city.
",2010,0,0,"94,555","1,787,185",0,0,0,0,,"94,555","1,787,185",2.261881,"40,424.00","2,138.72"
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2004,0,0,"10,005","4,322,620",0,0,0,0,,"10,005","4,322,620",2.40486,"103,952.96",240.61
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2005,0,0,"10,005","4,322,620",0,0,0,0,,"10,005","4,322,620",2.415665,"104,420.02",241.69
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2006,0,0,"10,005","4,322,620",0,0,0,0,,"10,005","4,322,620",2.337582,"101,044.78",233.88
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2007,0,0,"10,005","3,534,135",0,0,0,0,,"10,005","3,534,135",2.358091,"83,338.12",235.93
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2008,0,0,"10,005","1,458,645",0,0,0,0,,"10,005","1,458,645",2.308751,"33,676.48",230.99
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2009,0,0,"10,005","1,458,645",0,0,0,0,,"10,005","1,458,645",2.243658,"32,727.00",224.48
45-8651,HOLT,45,TIF 21ST CENTURY GROWERS PROJ,1/23/2004,O'NEILL,O'NEILL 7,45-0007,,1,"Name of Project: Holt County 21st Century Groweres, LLC Facility
1703 N. Harrison
Description: TIF funds used to acquire and develop the real estate to construct a 10 acre hydroponic green house.",2010,0,0,"10,005","1,461,505",0,0,0,0,,"10,005","1,461,505",2.261881,"33,057.50",226.30
45-8661,HOLT,45,TIF JANCO LLC PROJ,11/4/2005,O'NEILL,O'NEILL 7,45-0007,,3,"Name of Project: Janco, LLC
Part of Lot 3, JT Subdivision
Description: TIF funds used to assist in the construction and acquisition of the project to include necessary operating capital used in such acquisition including the demolishing of the current structure for the constructing of a full service banking facility.",2006,0,0,"9,470",0,0,0,0,0,,"9,470",0,2.337582,0.00,221.37
45-8661,HOLT,45,TIF JANCO LLC PROJ,11/4/2005,O'NEILL,O'NEILL 7,45-0007,,3,"Name of Project: Janco, LLC
Part of Lot 3, JT Subdivision
Description: TIF funds used to assist in the construction and acquisition of the project to include necessary operating capital used in such acquisition including the demolishing of the current structure for the constructing of a full service banking facility.",2007,0,0,"9,470","748,755",0,0,0,0,,"9,470","748,755",2.358091,"17,656.32",223.31
45-8661,HOLT,45,TIF JANCO LLC PROJ,11/4/2005,O'NEILL,O'NEILL 7,45-0007,,3,"Name of Project: Janco, LLC
Part of Lot 3, JT Subdivision
Description: TIF funds used to assist in the construction and acquisition of the project to include necessary operating capital used in such acquisition including the demolishing of the current structure for the constructing of a full service banking facility.",2008,0,0,"9,470","748,755",0,0,0,0,,"9,470","748,755",2.308751,"17,286.88",218.64
45-8661,HOLT,45,TIF JANCO LLC PROJ,11/4/2005,O'NEILL,O'NEILL 7,45-0007,,3,"Name of Project: Janco, LLC
Part of Lot 3, JT Subdivision
Description: TIF funds used to assist in the construction and acquisition of the project to include necessary operating capital used in such acquisition including the demolishing of the current structure for the constructing of a full service banking facility.",2009,0,0,"9,470","748,755",0,0,0,0,,"9,470","748,755",2.243658,"16,799.50",212.47
45-8661,HOLT,45,TIF JANCO LLC PROJ,11/4/2005,O'NEILL,O'NEILL 7,45-0007,,3,"Name of Project: Janco, LLC
Part of Lot 3, JT Subdivision
Description: TIF funds used to assist in the construction and acquisition of the project to include necessary operating capital used in such acquisition including the demolishing of the current structure for the constructing of a full service banking facility.",2010,0,0,"9,470","830,940",0,0,0,0,,"9,470","830,940",2.261881,"18,794.88",214.20
45-8671,HOLT,45,TIF KERSENBROCK REDELV,,O'NEILL,O'NEILL 7,45-0007,,3,,2010,0,0,"87,400","83,755",0,0,0,0,,"87,400","83,755",2.261881,"1,894.44","1,976.88"
47-8650,HOWARD,47,TIF BOMGAARS,7/31/2006,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: Next Generation Properties, LLC
Lots 1-8, Block 87, Original Town
Project Description: no info from city.",2007,0,0,"28,784","897,228",0,0,0,0,,"28,784","897,228",2.396173,"21,499.14",689.71
47-8650,HOWARD,47,TIF BOMGAARS,7/31/2006,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: Next Generation Properties, LLC
Lots 1-8, Block 87, Original Town
Project Description: no info from city.",2008,0,0,"28,784","1,091,375",0,0,0,0,,"28,784","1,091,375",2.387677,"26,058.50",687.27
47-8650,HOWARD,47,TIF BOMGAARS,7/31/2006,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: Next Generation Properties, LLC
Lots 1-8, Block 87, Original Town
Project Description: no info from city.",2009,0,0,"28,784","1,070,921",0,0,0,0,,"28,784","1,070,921",2.41011,"25,810.38",693.73
47-8650,HOWARD,47,TIF BOMGAARS,7/31/2006,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: Next Generation Properties, LLC
Lots 1-8, Block 87, Original Town
Project Description: no info from city.",2010,0,0,"28,784","1,070,921",0,0,0,0,,"28,784","1,070,921",2.421552,"25,932.90",697.02
47-8651,HOWARD,47,"TIF CHS ENTERPRISES, LLC",4/7/2008,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: CHS Enterprises, LLC
A tract of land along the center line of Highway 281 including lots 2,3,6 & 7, Block 96
Description: TIF funds used for the paving of Davis Street and the alley running through Block 97. CHS Enterprises, a mechanic/tire sale business plans to locate in the redevelopment area.",2008,"107,513","6,089","257,070","79,130",0,0,0,0,,"364,583","85,219",2.387677,"2,034.76","8,705.06"
47-8651,HOWARD,47,"TIF CHS ENTERPRISES, LLC",4/7/2008,ST PAUL,ST PAUL 1,47-0001,,3,"Name of Project: CHS Enterprises, LLC
A tract of land along the center line of Highway 281 including lots 2,3,6 & 7, Block 96
Description: TIF funds used for the paving of Davis Street and the alley running through Block 97. CHS Enterprises, a mechanic/tire sale business plans to locate in the redevelopment area.",2009,"69,519","6,193","257,070","281,638",0,0,0,0,,"326,589","287,831",2.41011,"6,937.02","7,871.15"
